"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.008862969095053e+00, 1.107101602040538e-01, 1.380909206609774e-02, 2.535271184262701e+00, 1.011640857987702e+00, 1.002753484841595e+00, 9.333543751774839e-02, 7.391020944572760e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.005175134657371e+00, 1.284685365479996e-01, 1.802345082164608e-02, 2.526639289115824e+00, 1.007307242513229e+00, 1.002121130718762e+00, 1.089590769383251e-01, 4.639519056018137e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.004443477215998e+00, 1.381972079024240e-01, 1.979122200895567e-02, 2.525182137853848e+00, 1.006192067186272e+00, 1.001740854522865e+00, 1.173655117239066e-01, 3.931471229378816e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.003686344719150e+00, 1.432616078477966e-01, 2.062742445898427e-02, 2.523490572662371e+00, 1.005221741879151e+00, 1.001529757944880e+00, 1.217843868128346e-01, 3.315391669302455e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.003262456154767e+00, 1.468814883523405e-01, 2.113263417448558e-02, 2.522579898346848e+00, 1.004642128998202e+00, 1.001375186358237e+00, 1.249220663160884e-01, 2.947383490921723e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.002929539635955e+00, 1.498627873039280e-01, 2.150566065072600e-02, 2.521873181736914e+00, 1.004178393574614e+00, 1.001245206058157e+00, 1.275015358310854e-01, 2.652948301342098e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.002654108048058e+00, 1.524098924432308e-01, 2.179075378086310e-02, 2.521293856629301e+00, 1.003789369281735e+00, 1.001132256103640e+00, 1.297019139096150e-01, 2.405948750307945e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.002414367850474e+00, 1.546565767156741e-01, 2.201058446386723e-02, 2.520792305650747e+00, 1.003448052991758e+00, 1.001031195456128e+00, 1.316399152003566e-01, 2.189239994767119e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.002190995754001e+00, 1.566447293539889e-01, 2.217890193031691e-02, 2.520321420402883e+00, 1.003133617092691e+00, 1.000940560574466e+00, 1.333543574118017e-01, 1.989598154089806e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.001988524735872e+00, 1.584510534701348e-01, 2.230304890516859e-02, 2.519895620841649e+00, 1.002847578562669e+00, 1.000857348967169e+00, 1.349094678391007e-01, 1.807986388996428e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.001799685125235e+00, 1.601125208486084e-01, 2.239125330833134e-02, 2.519498123247749e+00, 1.002581162700491e+00, 1.000780073688242e+00, 1.363379800296012e-01, 1.638833460628941e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.001622292209230e+00, 1.616552218115639e-01, 2.244802129526873e-02, 2.519124466272232e+00, 1.002331150011642e+00, 1.000707709690495e+00, 1.376624597826332e-01, 1.480095245487177e-01
12, 9.584699869160000e-01, -5.878077433056352e-03, 1.001455129246011e+00, 1.631009773356409e-01, 2.247638780704405e-02, 2.518772470351626e+00, 1.002095442186354e+00, 1.000639382556086e+00, 1.389016340313262e-01, 1.330439483399466e-01
13, 9.519400000570000e-01, -6.774428848839826e-03, 1.001295896728506e+00, 1.644611020554963e-01, 2.247919095227332e-02, 2.518436794331490e+00, 1.001871295975810e+00, 1.000574654554347e+00, 1.400655772614416e-01, 1.188124429086022e-01
14, 9.449599981310000e-01, -7.724467125531491e-03, 1.001144405058192e+00, 1.657496407878770e-01, 2.245848130015120e-02, 2.518117537269853e+00, 1.001657945706282e+00, 1.000512953621371e+00, 1.411662920875417e-01, 1.052663940496631e-01
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.000999469608495e+00, 1.669743451360430e-01, 2.241622743381130e-02, 2.517812029756363e+00, 1.001453895973473e+00, 1.000453972633129e+00, 1.422106457876091e-01, 9.231085545862483e-02
16, 9.296900033950000e-01, -9.774221272349531e-03, 1.000860171807674e+00, 1.681426813386637e-01, 2.235401443050557e-02, 2.517518268719195e+00, 1.001257920298666e+00, 1.000397406652994e+00, 1.432051974858879e-01, 7.986795547087155e-02
17, 9.214000105860000e-01, -1.087086069705918e-02, 1.000725745548533e+00, 1.692602711076388e-01, 2.227345563896840e-02, 2.517234558140839e+00, 1.001069021340091e+00, 1.000343026841354e+00, 1.441549479876252e-01, 6.787437079940131e-02
