"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896574592246e-05, 1.004805901875081e+00, 6.990011055925681e-02, 8.591777290794911e-03, 2.517744650978040e+00, 1.006110636075762e+00, 1.001298493767051e+00, 5.919786391778798e-02, 8.729480108231923e-01
1, 9.990000128750000e-01, -1.452537854904942e-04, 1.002463020892371e+00, 8.327198421815014e-02, 1.160804482358039e-02, 2.512177944487565e+00, 1.003460857431495e+00, 1.000995384885355e+00, 7.084833599518350e-02, 4.944082044993083e-01
2, 9.977599978450000e-01, -3.251115477089107e-04, 1.002112056740946e+00, 9.099955154093364e-02, 1.299164419220041e-02, 2.511495963305994e+00, 1.002912006809610e+00, 1.000798264089612e+00, 7.749382523048487e-02, 4.160009728013671e-01
3, 9.960200190539999e-01, -5.770004367593505e-04, 1.001676649640542e+00, 9.490084066899698e-02, 1.365514870244721e-02, 2.510511746982431e+00, 1.002369249668932e+00, 1.000691440724549e+00, 8.086829604505866e-02, 3.384642384189263e-01
4, 9.937800168990000e-01, -9.004440382215399e-04, 1.001464729731500e+00, 9.746408414987924e-02, 1.402224688867331e-02, 2.510052950891295e+00, 1.002084842346974e+00, 1.000619205646554e+00, 8.307289073408519e-02, 2.978346209963386e-01
5, 9.910500049590000e-01, -1.293384536708934e-03, 1.001303416592880e+00, 9.948073556269120e-02, 1.427711993993221e-02, 2.509706777795861e+00, 1.001865290078028e+00, 1.000561142083246e+00, 8.480365918286452e-02, 2.664700111468641e-01
6, 9.878399968150000e-01, -1.753656705922616e-03, 1.001178804173970e+00, 1.011944383279616e-01, 1.446935864056784e-02, 2.509444661791591e+00, 1.001690390102828e+00, 1.000510983579282e+00, 8.627099997152853e-02, 2.414843004039698e-01
7, 9.841300249100000e-01, -2.283268701030909e-03, 1.001072752177355e+00, 1.027100463642888e-01, 1.461896190592267e-02, 2.509223881520760e+00, 1.001539245820321e+00, 1.000465993747158e+00, 8.756634268802058e-02, 2.198922600457859e-01
8, 9.799500107769999e-01, -2.876984522277481e-03, 1.000973885527437e+00, 1.040499864315026e-01, 1.473394341082311e-02, 2.509016393291880e+00, 1.001400008489754e+00, 1.000425708371096e+00, 8.871028203307442e-02, 2.000012128220431e-01
9, 9.752799868580000e-01, -3.536570198488602e-03, 1.000884924603227e+00, 1.052605287766008e-01, 1.481829226562833e-02, 2.508830206942688e+00, 1.001274208684610e+00, 1.000388939898898e+00, 8.974170775309627e-02, 1.820298120871796e-01
10, 9.701499938960000e-01, -4.256616907963382e-03, 1.000802284485180e+00, 1.063700441479682e-01, 1.487768984006664e-02, 2.508657095278108e+00, 1.001157501257830e+00, 1.000354932016200e+00, 9.068531752805202e-02, 1.653573225471408e-01
11, 9.645400047300000e-01, -5.038681439052033e-03, 1.000724830683450e+00, 1.073978387722205e-01, 1.491563382100369e-02, 2.508494726544190e+00, 1.001048239335975e+00, 1.000323174405800e+00, 9.155776599479722e-02, 1.497484765678856e-01
12, 9.584699869160000e-01, -5.878634942388199e-03, 1.000652256834758e+00, 1.083591156602214e-01, 1.493424508594984e-02, 2.508342739512184e+00, 1.000945709678229e+00, 1.000293261561613e+00, 9.237204869432113e-02, 1.351013826040859e-01
13, 9.519400000570000e-01, -6.775073126744369e-03, 1.000583135951683e+00, 1.092615588563775e-01, 1.493557452225976e-02, 2.508197754641903e+00, 1.000848287426040e+00, 1.000264996945112e+00, 9.313496637206255e-02, 1.211839180057834e-01
14, 9.449599981310000e-01, -7.725178875240819e-03, 1.000517639019957e+00, 1.101147910725502e-01, 1.492106288468157e-02, 2.508060462515316e+00, 1.000755881630155e+00, 1.000238119350331e+00, 9.385473273722512e-02, 1.079830900221029e-01
15, 9.375399947170000e-01, -8.726109652340726e-03, 1.000455203352089e+00, 1.109243494697942e-01, 1.489209541093254e-02, 2.507929599576460e+00, 1.000667782523659e+00, 1.000212482448847e+00, 9.453620351701982e-02, 9.539750337981906e-02
16, 9.296900033950000e-01, -9.775014200641672e-03, 1.000395212769393e+00, 1.116956054780398e-01, 1.484989212664517e-02, 2.507803769503128e+00, 1.000583225446994e+00, 1.000187938401945e+00, 9.518408529743733e-02, 8.331792099913753e-02
17, 9.214000105860000e-01, -1.087167491609583e-02, 1.000337468762212e+00, 1.124318771930545e-01, 1.479542005094181e-02, 2.507682560856368e+00, 1.000501925715291e+00, 1.000164401472718e+00, 9.580129685502310e-02, 7.170367361296141e-02
18, 9.126999974250000e-01, -1.201055778202881e-02, 1.000281711552220e+00, 1.131375224483939e-01, 1.472929518355174e-02, 2.507565444948911e+00, 1.000423500959274e+00, 1.000141749474591e+00, 9.639159808294288e-02, 6.050013703919255e-02
