"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, -4.115886771389554e-02, 2.740385476099741e-01, -1.179667907320825e-01, -1.386436024670934e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.559044721533278e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, -3.552118922337465e-02, 2.336993157474158e-01, -1.214704749079064e-01, -9.997549064522814e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.177568649411174e-02
2, 9.977599978450000e-01, -3.251111630156300e-04, -3.203380826058320e-02, 2.104754889414952e-01, -1.244398928513697e-01, -9.282272182157571e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.432143962690283e-03
3, 9.960200190539999e-01, -5.769983605901485e-04, -2.868733509490776e-02, 1.877404370932826e-01, -1.262760393141086e-01, -8.230840517789034e-03, 0.000000000000000e+00, 0.000000000000000e+00, -5.609239545569641e-04
4, 9.937800168990000e-01, -9.004365425509819e-04, -2.593738914584840e-02, 1.692581264447938e-01, -1.285566315437327e-01, -7.439707488989394e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.956513610340490e-04
5, 9.910500049590000e-01, -1.293363843462116e-03, -2.350939792590470e-02, 1.531146879853264e-01, -1.304459597417932e-01, -6.742193014710593e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.122246992115590e-03
6, 9.878399968150000e-01, -1.753609743384430e-03, -2.140502975811026e-02, 1.393004128682338e-01, -1.319580686564741e-01, -6.127297798719841e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.727437639393053e-04
7, 9.841300249100000e-01, -2.283176811071472e-03, -1.948728146354762e-02, 1.268621575068190e-01, -1.330986601241999e-01, -5.574005366432181e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.702713209103716e-04
8, 9.799500107769999e-01, -2.876826092032643e-03, -1.773675672203224e-02, 1.156460104260808e-01, -1.340335840342228e-01, -5.068310122913827e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.812367387595042e-04
9, 9.752799868580000e-01, -3.536324145770189e-03, -1.611339256471846e-02, 1.053512383346080e-01, -1.347355953453525e-01, -4.600798240933470e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.739914832314288e-04
