"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.004803959620611e+00, 6.990583141313207e-02, 8.593035573050925e-03, 2.517739885313595e+00, 1.006108564400622e+00, 1.001298367475088e+00, 5.920288396113716e-02, 8.726520572316537e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.002461828670711e+00, 8.328670303243674e-02, 1.161014596511599e-02, 2.512175297309858e+00, 1.003459298044963e+00, 1.000995019805967e+00, 7.086096179441918e-02, 4.941854349947508e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.002109733411819e+00, 9.102539502767687e-02, 1.299529474770529e-02, 2.511490812090434e+00, 1.002908984629081e+00, 1.000797568560223e+00, 7.751603515095490e-02, 4.155692327258035e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.001673419616083e+00, 9.493929060657327e-02, 1.366047531288777e-02, 2.510504703542842e+00, 1.002364939893785e+00, 1.000690365007357e+00, 8.090134019563469e-02, 3.378485562549764e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.001460343461262e+00, 9.751613170216054e-02, 1.402934630590829e-02, 2.510043427120077e+00, 1.002078957896724e+00, 1.000617712363252e+00, 8.311763249759059e-02, 2.969939852463442e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.001297916576334e+00, 9.954714939535915e-02, 1.428599313744820e-02, 2.509694911914556e+00, 1.001857841806364e+00, 1.000559199435813e+00, 8.486074412673188e-02, 2.654059723377702e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.001172112463260e+00, 1.012753588708671e-01, 1.447991896322050e-02, 2.509430272156053e+00, 1.001681286268121e+00, 1.000508577694607e+00, 8.634054715485912e-02, 2.401837525887820e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.001064915709301e+00, 1.028057603833059e-01, 1.463115519906292e-02, 2.509207102853446e+00, 1.001528516301653e+00, 1.000463107421984e+00, 8.764858699638452e-02, 2.183594716647404e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.000964811842942e+00, 1.041604358292620e-01, 1.474780899149307e-02, 2.508997000011046e+00, 1.001387554587746e+00, 1.000422335270733e+00, 8.880519298640813e-02, 1.982220839636792e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.000874623893084e+00, 1.053858707731548e-01, 1.483393231165157e-02, 2.508808236540935e+00, 1.001260028661566e+00, 1.000385067978827e+00, 8.984943285532856e-02, 1.800040945093721e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.000790708577297e+00, 1.065104541828214e-01, 1.489528851850381e-02, 2.508632439683693e+00, 1.001141534256134e+00, 1.000350548497133e+00, 9.080603417965501e-02, 1.630763223048020e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.000711942724930e+00, 1.075535997686943e-01, 1.493538440841410e-02, 2.508467309072259e+00, 1.001030432809273e+00, 1.000318263498959e+00, 9.169174120977679e-02, 1.472046870389297e-01
12, 9.584699869160000e-01, -5.878077433056352e-03, 1.000638012721956e+00, 1.085305849274166e-01, 1.495630040013003e-02, 2.508312467346013e+00, 1.000926001764197e+00, 1.000287805418723e+00, 9.251960728256566e-02, 1.322859663137927e-01
13, 9.519400000570000e-01, -6.774428848839826e-03, 1.000567479959143e+00, 1.094491451121191e-01, 1.496001653023789e-02, 2.508164506984995e+00, 1.000826603498642e+00, 1.000258976575483e+00, 9.329646888791800e-02, 1.180862140917695e-01
14, 9.449599981310000e-01, -7.724467125531491e-03, 1.000500532888019e+00, 1.103189110595721e-01, 1.494788258786390e-02, 2.508024162199960e+00, 1.000732164684066e+00, 1.000231515914718e+00, 9.403053426755084e-02, 1.045949548665247e-01
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.000436607260974e+00, 1.111454015291644e-01, 1.492122677995446e-02, 2.507890164645913e+00, 1.000641974870805e+00, 1.000205277983973e+00, 9.472663752297761e-02, 9.171069582932950e-02
16, 9.296900033950000e-01, -9.774221272349531e-03, 1.000375082847665e+00, 1.119339286593025e-01, 1.488124757377112e-02, 2.507761105864782e+00, 1.000555267314851e+00, 1.000180116908424e+00, 9.538943380796466e-02, 7.932390212157210e-02
17, 9.214000105860000e-01, -1.087086069705918e-02, 1.000315774533340e+00, 1.126877404140572e-01, 1.482890866810656e-02, 2.507636605571363e+00, 1.000471773158438e+00, 1.000155949380255e+00, 9.602178168828851e-02, 6.739616549108644e-02
18, 9.126999974250000e-01, -1.200973104171110e-02, 1.000258408852992e+00, 1.134112156175514e-01, 1.476486515071213e-02, 2.507516101641972e+00, 1.000391095470984e+00, 1.000132652339453e+00, 9.662746459659417e-02, 5.587078156917995e-02
19, 9.035800099370001e-01, -1.319055953446835e-02, 1.000202893350012e+00, 1.141073395117918e-01, 1.469012075003794e-02, 2.507399445719690e+00, 1.000313058374124e+00, 1.000110142676895e+00, 9.720911912012982e-02, 4.472262487482354e-02
20, 8.940600156780000e-01, -1.440916392228702e-02, 1.000148984062948e+00, 1.147800148926836e-01, 1.460539943982399e-02, 2.507286142205602e+00, 1.000237301833365e+00, 1.000088304614437e+00, 9.777013686987764e-02, 3.390026190925560e-02
21, 8.841500282290000e-01, -1.566269158090452e-02, 1.000096857965679e+00, 1.154300501078349e-01, 1.451109565732261e-02, 2.507176649388922e+00, 1.000163988245250e+00, 1.000067123778099e+00, 9.831123538435070e-02, 2.342689217863356e-02
22, 8.738499879840000e-01, -1.694956337677533e-02, 1.000045600400164e+00, 1.160592195635712e-01, 1.440795315052088e-02, 2.507068727671254e+00, 1.000092149489233e+00, 1.000046546966509e+00, 9.883408792668019e-02, 1.316421274759933e-02
23, 8.631799817090000e-01, -1.826569132102762e-02, 9.999959766662827e-01, 1.166708781922138e-01, 1.429641219167198e-02, 2.506964395660037e+00, 1.000022450902367e+00, 1.000026474342600e+00, 9.934149838339033e-02, 3.207271766772888e-03
