"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.192739306,      -4.465104318,      -4.160372466,       -3.64521073,      0.7426434078,     -0.2834781294,                 0,                 0,                 0,    -0.05474371904,      0.7401413483,     -0.2899480395,                 0,     -0.3817150014
          0,           0,           1,      -4.313781981,      -4.446985253,      -4.272195339,      -3.758207849,    -0.02003544835,      0.0253691476,                 0,                 0,                 0,   -0.004819211942,    -0.01981330069,     0.02554302167,                 0,      -1.266213122
          0,           0,           2,       -4.42837515,      -4.437845648,      -4.437748257,      -3.877265638,     -0.1261029614,     0.05835977441,                 0,                 0,                 0,     0.03231668898,     -0.1255888811,     0.05945799421,                 0,     -0.4627946382
          0,           0,           3,      -4.423121964,      -4.416804205,      -4.438143733,       -3.86567882,    -0.02836741241,    0.002187927077,                 0,                 0,                 0,     0.01613197234,    -0.02834723924,    0.002435392999,                 0,    -0.07712818658
          0,           0,           4,       -4.36149106,      -4.483788096,      -4.468773985,      -3.810974118,     0.07036250154,    -0.07207063548,                 0,                 0,                 0,    -0.02156575729,     0.06973089539,    -0.07268191211,                 0,      -1.024276197
          0,           0,           5,      -4.387071332,      -4.440453284,      -4.458826299,      -3.838309352,     0.06967179441,    -0.07048690703,                 0,                 0,                 0,     -0.0112595642,     0.06905403503,    -0.07109221649,                 0,       -1.01169932
          0,           0,           6,      -4.476506993,      -4.489763604,      -4.485729729,      -3.921456031,    -0.01129417808,    -0.01774262109,                 0,                 0,                 0,     0.01349567434,    -0.01144857964,    -0.01764338645,                 0,       1.570952836
          0,           0,           7,      -4.418964719,      -4.579709161,      -4.562630635,      -3.871722561,    -0.04097817878,   -0.009490584799,                 0,                 0,                 0,    0.007327429665,    -0.04105943838,   -0.009132625895,                 0,      0.2316009418
          0,           0,           8,      -4.671921958,      -4.618318976,      -4.604180275,       -4.11660637,    0.008983848088,    -0.04234927807,                 0,                 0,                 0,   -0.007920670197,    0.008613943532,    -0.04242606341,                 0,      -4.713935237
          0,           0,           9,      -4.554596832,      -4.739941546,      -4.725327031,      -4.006120781,     0.03733066067,     -0.0566925022,                 0,                 0,                 0,   -0.005490767669,      0.0368345101,    -0.05701611086,                 0,      -1.518657886
          0,           0,          10,      -4.832939603,      -4.809353029,      -4.811804078,      -4.283340646,    0.004486424639,     -0.0451009159,                 0,                 0,                 0,    0.002649785707,    0.004092679066,    -0.04513834954,                 0,      -10.05275237
          0,           0,          11,      -4.796943092,      -4.888736538,      -4.887660191,      -4.245227275,    -0.02281565048,    -0.03588936236,                 0,                 0,                 0,     0.00150378575,    -0.02312797152,    -0.03568889422,                 0,       1.573015084
          0,           0,          12,      -4.885946801,      -5.004198377,      -5.013320424,      -4.338612409,   -0.005439499263,    -0.03966445261,                 0,                 0,                 0,   -0.002194951272,   -0.005785425397,    -0.03961547432,                 0,       7.291930872
          0,           0,          13,      -5.113550407,      -5.033014262,      -5.031588635,      -4.558730984,     0.01818574313,    -0.04748943168,                 0,                 0,                 0,   -0.001329785895,     0.01777063246,    -0.04764632196,                 0,      -2.611355024
          0,           0,          14,      -5.019339198,       -5.13725351,       -5.16010937,       -4.46959503,    0.009926254282,    -0.05025464879,                 0,                 0,                 0,   2.257906483e-05,    0.009487327344,    -0.05033935705,                 0,      -5.062800867
          0,           0,          15,       -5.26529456,      -5.174147597,      -5.214024556,      -4.717544649,    -0.01123165374,    -0.04747117404,                 0,                 0,                 0,  -0.0004283860892,    -0.01164548495,    -0.04737135306,                 0,       4.226552489
          0,           0,          16,      -5.270024049,       -5.20899187,      -5.279335495,      -4.718251701,    -0.01052942877,    -0.04491188155,                 0,                 0,                 0,  -0.0004245350961,    -0.01092095297,    -0.04481828601,                 0,       4.265367335
          0,           0,          17,      -5.357711291,      -5.283599518,      -5.364869957,      -4.811155525,    0.006543056996,    -0.04553440536,                 0,                 0,                 0,   0.0003957827802,    0.006145450252,    -0.04558976977,                 0,      -6.959194362
          0,           0,          18,      -5.549186056,      -5.310952103,      -5.386020466,      -4.997021824,     0.01101296728,     -0.0477637921,                 0,                 0,                 0,   0.0003637204033,     0.01059573552,    -0.04785807845,                 0,      -4.337050213
          0,           0,          19,       -5.52680486,      -5.362595232,      -5.466704322,      -4.976435514,   -0.000673973208,    -0.04984042401,                 0,                 0,                 0,  -0.0004599805062,   -0.001108881774,    -0.04983264479,                 0,       73.95015621
          0,           0,          20,      -5.657000021,       -5.36915183,      -5.483821251,      -5.108395953,   -0.007812985382,    -0.05045918754,                 0,                 0,                 0,  -0.0005563632067,   -0.008253021779,    -0.05038908592,                 0,       6.458374753
          0,           0,          21,      -5.649152893,      -5.380946343,      -5.486742736,      -5.100730144,   -0.001583037264,    -0.04924963273,                 0,                 0,                 0,   0.0002571710553,   -0.002012755656,    -0.04923394302,                 0,       31.11084864
          0,           0,          22,      -5.688340436,      -5.397747895,      -5.502417393,      -5.143938714,    0.005291875205,    -0.04783735338,                 0,                 0,                 0,   0.0007688721935,    0.004874219345,    -0.04788171162,                 0,      -9.039773526
          0,           0,          23,      -5.797103323,      -5.413662446,      -5.525780201,      -5.249154603,    0.002667277614,    -0.04854396311,                 0,                 0,                 0,   0.0004018192924,    0.002243555435,     -0.0485653908,                 0,      -18.19981649
