"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, -4.035417362000750e-02, 2.655780450459567e-01, -1.083194002695819e-01, -1.245824627272501e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.780481073327338e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, -3.514457756569636e-02, 2.294681203230244e-01, -1.129788817799036e-01, -9.849375889769727e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.150721762442754e-02
2, 9.977599978450000e-01, -3.251111630156300e-04, -3.160594628490328e-02, 2.062358629204104e-01, -1.160517507748524e-01, -9.015940106972625e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.049842682853750e-03
3, 9.960200190539999e-01, -5.769983605901485e-04, -2.834526031946124e-02, 1.843380396233690e-01, -1.179910417333533e-01, -8.061812696454894e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.471512525408912e-03
4, 9.937800168990000e-01, -9.004365425509819e-04, -2.564972837813231e-02, 1.663723905012947e-01, -1.202217541197479e-01, -7.301599907606961e-03, 0.000000000000000e+00, 0.000000000000000e+00, 5.860718767466054e-04
5, 9.910500049590000e-01, -1.293363843462116e-03, -2.327664234375497e-02, 1.507009196468186e-01, -1.220647967288946e-01, -6.633097116456097e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.754876086485953e-04
6, 9.878399968150000e-01, -1.753609743384430e-03, -2.121863006888719e-02, 1.372684880488476e-01, -1.235233785284494e-01, -6.039775874764839e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.609663318915908e-04
7, 9.841300249100000e-01, -2.283176811071472e-03, -1.934379699450702e-02, 1.251675251638241e-01, -1.246190661797545e-01, -5.504648729447876e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.209137938337296e-04
8, 9.799500107769999e-01, -2.876826092032643e-03, -1.763300260760106e-02, 1.142520404791223e-01, -1.255109253437386e-01, -5.014665477870131e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.123700355021376e-04
9, 9.752799868580000e-01, -3.536324145770189e-03, -1.604726000028837e-02, 1.042318177651691e-01, -1.261735600732541e-01, -4.561229149785801e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.541920988048758e-04
10, 9.701499938960000e-01, -4.256268552403566e-03, -1.456494485134012e-02, 9.494696619976796e-02, -1.266449384739312e-01, -4.137220701483060e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.472559136730017e-04
11, 9.645400047300000e-01, -5.038225493362627e-03, -1.316739658086558e-02, 8.626249370590987e-02, -1.269543889034369e-01, -3.739350521770237e-03, 0.000000000000000e+00, 0.000000000000000e+00, -9.322924126021485e-05
12, 9.584699869160000e-01, -5.878077433056352e-03, -1.184196724099847e-02, 7.808299390504889e-02, -1.271048431712080e-01, -3.361637163728343e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.165439272191931e-04
13, 9.519400000570000e-01, -6.774428848839826e-03, -1.057882910742221e-02, 7.033812230165160e-02, -1.271210473375405e-01, -3.003280695414833e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.250894062625113e-05
14, 9.449599981310000e-01, -7.724467125531491e-03, -9.370936750972416e-03, 6.297538987933779e-02, -1.270151818750787e-01, -2.661022960531099e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.800827524553096e-05
15, 9.375399947170000e-01, -8.725349486403867e-03, -8.217194543778499e-03, 5.597670824793937e-02, -1.267745072970685e-01, -2.332327861175432e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.005215415018998e-05
16, 9.296900033950000e-01, -9.774221272349531e-03, -7.106973918027996e-03, 4.927603797239952e-02, -1.264362089239178e-01, -2.017405815367307e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.104826338375839e-05
17, 9.214000105860000e-01, -1.087086069705918e-02, -6.040098867403782e-03, 4.286426570326896e-02, -1.259818773514747e-01, -1.712978257512937e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.108735770068431e-05
18, 9.126999974250000e-01, -1.200973104171110e-02, -5.004086429118751e-03, 3.666658093972976e-02, -1.254442479222359e-01, -1.419744175310251e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.288925019990216e-05
19, 9.035800099370001e-01, -1.319055953446835e-02, -4.003738967612937e-03, 3.070532457692511e-02, -1.248115038126518e-01, -1.134735712257708e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.322335776591592e-05
20, 8.940600156780000e-01, -1.440916392228702e-02, -3.030308367779345e-03, 2.492698937905318e-02, -1.240925746482277e-01, -8.590317720931392e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.838966157587260e-05
21, 8.841500282290000e-01, -1.566269158090452e-02, -2.083290674739637e-03, 1.932737878235991e-02, -1.233058849275883e-01, -5.905394981207105e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.871361004141839e-05
