"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896574592246e-05, 1.008867639371241e+00, 1.107553111707174e-01, 1.381417255215677e-02, 2.535284323767212e+00, 1.011644115093722e+00, 1.002752071346258e+00, 9.337307902625024e-02, 7.393088948394843e-01
1, 9.990000128750000e-01, -1.452537854904942e-04, 1.005175874250611e+00, 1.285339454989443e-01, 1.803260292984395e-02, 2.526643563511874e+00, 1.007305544336870e+00, 1.002118703941086e+00, 1.090146017065069e-01, 4.638440848806157e-01
2, 9.977599978450000e-01, -3.251115477089107e-04, 1.004442003129373e+00, 1.382817614851978e-01, 1.980337944517085e-02, 2.525181816798239e+00, 1.006187182439765e+00, 1.001737461500968e+00, 1.174376968097308e-01, 3.928369803025267e-01
3, 9.960200190539999e-01, -5.770004367593505e-04, 1.003682353908624e+00, 1.433647425852358e-01, 2.064244438387456e-02, 2.523484842213688e+00, 1.005213419046346e+00, 1.001525447898690e+00, 1.218728272169562e-01, 3.310107331013180e-01
4, 9.937800168990000e-01, -9.004440382215399e-04, 1.003255927903897e+00, 1.470045077541439e-01, 2.115082070539199e-02, 2.522568766216368e+00, 1.004630287012821e+00, 1.001369898817141e+00, 1.250278958221425e-01, 2.939864770045207e-01
5, 9.910500049590000e-01, -1.293384536708934e-03, 1.002920485731508e+00, 1.500065265125611e-01, 2.152727298784225e-02, 2.521856730816433e+00, 1.004162990983269e+00, 1.001238887099664e+00, 1.276255002417963e-01, 2.643168878266173e-01
6, 9.878399968150000e-01, -1.753656705922616e-03, 1.002642364811685e+00, 1.525745360906687e-01, 2.181589630547334e-02, 2.521271701046279e+00, 1.003770216689352e+00, 1.001124879535566e+00, 1.298442170474979e-01, 2.393788374191790e-01
7, 9.841300249100000e-01, -2.283268701030909e-03, 1.002399917905358e+00, 1.548428322868696e-01, 2.203930532161965e-02, 2.520764448636453e+00, 1.003425085980304e+00, 1.001022713646155e+00, 1.318011725032395e-01, 2.174657765272663e-01
8, 9.799500107769999e-01, -2.876984522277481e-03, 1.002173634929889e+00, 1.568530151641749e-01, 2.221117427215314e-02, 2.520287381776428e+00, 1.003106598119324e+00, 1.000930939666458e+00, 1.335349583975890e-01, 1.972443250364241e-01
9, 9.752799868580000e-01, -3.536570198488602e-03, 1.001968205844351e+00, 1.586821014834255e-01, 2.233869127993564e-02, 2.519855327924303e+00, 1.002816414343675e+00, 1.000846542329764e+00, 1.351100243138526e-01, 1.788199583285764e-01
10, 9.701499938960000e-01, -4.256616907963382e-03, 1.001776289380436e+00, 1.603668669700119e-01, 2.243001169591426e-02, 2.519451314716635e+00, 1.002545696968378e+00, 1.000768043320748e+00, 1.365589416008007e-01, 1.616315535478327e-01
11, 9.645400047300000e-01, -5.038681439052033e-03, 1.001595755457899e+00, 1.619333169607955e-01, 2.248959675211824e-02, 2.519071013391821e+00, 1.002291285873473e+00, 1.000694422287420e+00, 1.379041925778303e-01, 1.454784681570401e-01
12, 9.584699869160000e-01, -5.878634942388199e-03, 1.001425388804266e+00, 1.634031347252476e-01, 2.252053176717719e-02, 2.518712242106801e+00, 1.002051090371805e+00, 1.000624810968980e+00, 1.391643947672047e-01, 1.302279601146284e-01
13, 9.519400000570000e-01, -6.775073126744369e-03, 1.001262890560153e+00, 1.647875535758858e-01, 2.252576288727279e-02, 2.518369657515668e+00, 1.001822371535849e+00, 1.000558775303640e+00, 1.403495672677335e-01, 1.157061292602800e-01
14, 9.449599981310000e-01, -7.725178875240819e-03, 1.001108087357285e+00, 1.661005836403041e-01, 2.250744067507163e-02, 2.518043398261745e+00, 1.001604381220471e+00, 1.000495744534935e+00, 1.414716926819038e-01, 1.018654743156273e-01
15, 9.375399947170000e-01, -8.726109652340726e-03, 1.000959774611349e+00, 1.673500333526302e-01, 2.246762431849775e-02, 2.517730747668368e+00, 1.001395601052342e+00, 1.000435408546924e+00, 1.425376989890910e-01, 8.860959062487053e-02
16, 9.296900033950000e-01, -9.775014200641672e-03, 1.000817020241301e+00, 1.685434151782922e-01, 2.240792863745942e-02, 2.517429671050907e+00, 1.001194788798193e+00, 1.000377460164297e+00, 1.435541892358783e-01, 7.585960623445594e-02
17, 9.214000105860000e-01, -1.087167491609583e-02, 1.000679055567840e+00, 1.696864406064926e-01, 2.232994278295033e-02, 2.517138469802214e+00, 1.001000940521910e+00, 1.000321666524626e+00, 1.445262371748778e-01, 6.355177916889024e-02
18, 9.126999974250000e-01, -1.201055778202881e-02, 1.000545575562690e+00, 1.707864788325338e-01, 2.223464070212152e-02, 2.516856695027843e+00, 1.000813432742627e+00, 1.000267711123291e+00, 1.454601828962780e-01, 5.164652334141209e-02
19, 9.035800099370001e-01, -1.319139033937139e-02, 1.000416111147535e+00, 1.718475299062907e-01, 2.212360450081409e-02, 2.516583336520176e+00, 1.000631626503517e+00, 1.000215425714940e+00, 1.463596311869560e-01, 4.010327006455042e-02
20, 8.940600156780000e-01, -1.440998805244900e-02, 1.000290240308639e+00, 1.728738457752635e-01, 2.199751822822395e-02, 2.516317515383633e+00, 1.000454917046204e+00, 1.000164628955606e+00, 1.472282977756111e-01, 2.888362198118068e-02
21, 8.841500282290000e-01, -1.566349413263757e-02, 1.000168189395537e+00, 1.738671728212239e-01, 2.185690821761725e-02, 2.516059859003395e+00, 1.000283472719108e+00, 1.000115263937400e+00, 1.480676814303030e-01, 1.799826787986611e-02
22, 8.738499879840000e-01, -1.695032423177773e-02, 1.000048186261383e+00, 1.748312347752382e-01, 2.170322320340299e-02, 2.515806092509213e+00, 1.000115337990490e+00, 1.000067148493473e+00, 1.488813427511798e-01, 7.323047015246192e-03
23, 8.631799817090000e-01, -1.826638501234948e-02, 9.999318041571691e-01, 1.757708088020003e-01, 2.153695023035020e-02, 2.515560379387099e+00, 9.999518805215892e-01, 1.000020077733638e+00, 1.496731327425849e-01, -3.055204978461498e-03
24, 8.521599769590000e-01, -1.960768751843075e-02, 9.998173010081445e-01, 1.766855014872643e-01, 2.135851340438517e-02, 2.515318316694597e+00, 9.997913786003821e-01, 9.999740728553747e-01, 1.504430381956265e-01, -1.324580315034024e-02
25, 8.407700061800000e-01, -2.097509599000216e-02, 9.997052327082472e-01, 1.775813801593733e-01, 2.116896158692114e-02, 2.515081593856401e+00, 9.996340971593450e-01, 9.999288434764824e-01, 1.511962122104315e-01, -2.323192639079134e-02
26, 8.290500044819999e-01, -2.236225618174383e-02, 9.995951572155822e-01, 1.784581779212588e-01, 2.096819406151375e-02, 2.514849075393462e+00, 9.994796175820707e-01, 9.998844135721574e-01, 1.519325038409438e-01, -3.304015351931990e-02
27, 8.170099854470000e-01, -2.376650281994303e-02, 9.994863944038062e-01, 1.793190835529390e-01, 2.075719661424456e-02, 2.514619212853272e+00, 9.993270971433127e-01, 9.998406208814995e-01, 1.526548239234281e-01, -4.272399090078143e-02
28, 8.046399950980000e-01, -2.518746460071468e-02, 9.993785595919690e-01, 1.801636688636640e-01, 2.053553783531532e-02, 2.514391007189042e+00, 9.991761824822499e-01, 9.997974970467632e-01, 1.533628489622889e-01, -5.230587414286157e-02
29, 7.919700145720000e-01, -2.662015845605070e-02, 9.992722757282152e-01, 1.809992470671891e-01, 2.030386643730881e-02, 2.514166391902292e+00, 9.990271302028207e-01, 9.997546759463376e-01, 1.540627440112788e-01, -6.176951093201617e-02
30, 7.790099978450000e-01, -2.806196014066351e-02, 9.991668837987477e-01, 1.818186311707448e-01, 2.006095374648510e-02, 2.513943329703022e+00, 9.988796606415837e-01, 9.997125373530478e-01, 1.547484516470431e-01, -7.113265767722331e-02
31, 7.657799720760000e-01, -2.950915112481939e-02, 9.990646757040610e-01, 1.826295070978466e-01, 1.980592825681525e-02, 2.513727952139831e+00, 9.987356999591355e-01, 9.996707162679999e-01, 1.554260580235799e-01, -8.027301846758922e-02
32, 7.522799968720000e-01, -3.096020720212907e-02, 9.989611145150210e-01, 1.834302411497388e-01, 1.954047467270039e-02, 2.513508807939095e+00, 9.985907487794683e-01, 9.996292490967156e-01, 1.560950815550759e-01, -8.947626797026696e-02
33, 7.385200262070000e-01, -3.241247533979789e-02, 9.988595815659383e-01, 1.842262961916411e-01, 1.926284363224839e-02, 2.513294645569349e+00, 9.984479465832016e-01, 9.995878950451761e-01, 1.567594914969395e-01, -9.854307408243983e-02
34, 7.245299816130000e-01, -3.386122629758013e-02, 9.987567323264941e-01, 1.850208378210122e-01, 1.897445759647724e-02, 2.513077257360346e+00, 9.983037425357193e-01, 9.995464463205976e-01, 1.574226637939973e-01, -1.076988866209971e-01
35, 7.103199958800001e-01, -3.530384529688486e-02, 9.986551005821944e-01, 1.858081214007083e-01, 1.867234530678302e-02, 2.512862674124582e+00, 9.981610139057852e-01, 9.995052479318225e-01, 1.580791278818116e-01, -1.167610218549108e-01
36, 6.958900094030001e-01, -3.673867908443040e-02, 9.985530388580556e-01, 1.865943726859616e-01, 1.835675066688633e-02, 2.512647099013193e+00, 9.980177654018846e-01, 9.994639509016137e-01, 1.587344928917155e-01, -1.258561649597091e-01
37, 6.812700033190000e-01, -3.816104493081713e-02, 9.984511927039487e-01, 1.873753579659893e-01, 1.802549592072656e-02, 2.512431914689891e+00, 9.978748839694587e-01, 9.994227972897413e-01, 1.593849546163816e-01, -1.349280019391321e-01
38, 6.664699912070000e-01, -3.956824941259938e-02, 9.983489731522158e-01, 1.881609425936586e-01, 1.767924996557474e-02, 2.512216180615189e+00, 9.977312395253356e-01, 9.993812447916588e-01, 1.600390928092273e-01, -1.440482841056762e-01
