"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, -2.649191041270850e-02, 2.767898539874313e-01, -1.039607672780197e-01, -8.433215336915125e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.665445937394770e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, -2.331355160306901e-02, 2.372296298113419e-01, -1.104989924923897e-01, -6.703454221715785e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.345854398517370e-02
2, 9.977599978450000e-01, -3.251111630156300e-04, -2.101120410107371e-02, 2.110847767500217e-01, -1.146517431771654e-01, -6.127462547062534e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.407150012549804e-03
3, 9.960200190539999e-01, -5.769983605901485e-04, -1.885808511672287e-02, 1.875849965833947e-01, -1.171169223712518e-01, -5.452159103931624e-03, 0.000000000000000e+00, 0.000000000000000e+00, 4.830800555936173e-03
4, 9.937800168990000e-01, -9.004365425509819e-04, -1.706840675102730e-02, 1.686738396712126e-01, -1.196837187995992e-01, -4.925812834214657e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.025609515541840e-03
5, 9.910500049590000e-01, -1.293363843462116e-03, -1.549119813193969e-02, 1.524074096143353e-01, -1.216913438843563e-01, -4.462527775194419e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.067866471110513e-05
6, 9.878399968150000e-01, -1.753609743384430e-03, -1.412263886594124e-02, 1.385772771781685e-01, -1.232403470660949e-01, -4.056844902060632e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.463093965522732e-04
7, 9.841300249100000e-01, -2.283176811071472e-03, -1.287294633518266e-02, 1.261765019548103e-01, -1.243986064340366e-01, -3.692722981764172e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.605231019570968e-04
8, 9.799500107769999e-01, -2.876826092032643e-03, -1.173259979269771e-02, 1.150454686550683e-01, -1.253426997700271e-01, -3.361351008991353e-03, 0.000000000000000e+00, 0.000000000000000e+00, 4.335017150469412e-05
9, 9.752799868580000e-01, -3.536324145770189e-03, -1.067460494589442e-02, 1.048553637213318e-01, -1.260384884833969e-01, -3.055190190830649e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.571168249121157e-05
10, 9.701499938960000e-01, -4.256268552403566e-03, -9.685840209627839e-03, 9.544213756314933e-02, -1.265375334816681e-01, -2.769750460836082e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.651403445071819e-05
