"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    
          0,           0,           0,      -6.089397429,      -4.919727958,      -5.346279567,                 0,      -3.964927748
          0,           0,           1,      -4.791346434,      -3.839808899,       -3.79902669,                 0,      -4.139610701
          0,           0,           2,      -4.788311453,      -3.860672039,      -3.881338099,                 0,      -4.226826757
          0,           0,           3,      -4.874199219,      -3.948860826,      -3.980811737,                 0,      -4.341113283
          0,           0,           4,      -5.017092919,      -4.088681845,      -4.116251978,                 0,      -4.414349212
          0,           0,           5,      -5.038679067,      -4.113101328,      -4.167952182,                 0,      -4.491912069
          0,           0,           6,        -5.1956629,      -4.271716049,      -4.274662496,                 0,      -4.621635706
          0,           0,           7,      -5.310942159,      -4.392363696,      -4.370739921,                 0,      -4.724046851
          0,           0,           8,      -5.417954384,      -4.497168589,      -4.462937745,                 0,      -4.829416862
          0,           0,           9,      -5.466744846,      -4.533631141,      -4.574593201,                 0,      -4.905411917
          0,           0,          10,      -5.579487435,      -4.640403602,      -4.652965661,                 0,      -5.033585779
          0,           0,          11,      -5.616253669,      -4.693749304,      -4.675115505,                 0,      -5.058179367
          0,           0,          12,      -5.677647955,      -4.743905352,      -4.745706577,                 0,      -5.208682036
          0,           0,          13,      -5.736570677,      -4.773371368,      -4.853536387,                 0,      -5.252001603
          0,           0,          14,      -5.795791538,      -4.818783555,      -4.910592446,                 0,      -5.396220243
          0,           0,          15,      -5.812001785,      -4.851013719,       -4.91973396,                 0,      -5.449557906
          0,           0,          16,      -5.825030528,      -4.859255617,       -4.94736519,                 0,      -5.538868389
          0,           0,          17,      -5.840453097,      -4.857893571,      -4.970135465,                 0,      -5.565398171
          0,           0,          18,      -5.847762588,      -4.863005475,      -4.977088872,                 0,      -5.594235382
          0,           0,          19,      -5.833771837,      -4.861996516,        -4.9674793,                 0,      -5.591040908
          0,           0,          20,      -5.828453657,      -4.862934172,      -4.968673263,                 0,      -5.593564665
          0,           0,          21,      -5.829805014,      -4.866002689,      -4.973331579,                 0,      -5.607786817
          0,           0,          22,      -5.825451526,      -4.868250079,      -4.975915486,                 0,      -5.610015692
          0,           0,          23,      -5.818896216,      -4.870647424,      -4.977307568,                 0,      -5.608767505
          0,           0,          24,      -5.817143354,      -4.875867156,      -4.980600613,                 0,      -5.614379189
          0,           0,          25,      -5.817539712,       -4.88287422,      -4.986500504,                 0,      -5.627213114
          0,           0,          26,      -5.817202013,      -4.890331765,      -4.993755692,                 0,      -5.639183879
          0,           0,          27,      -5.817551274,      -4.898583562,      -5.000604017,                 0,      -5.648595181
          0,           0,          28,      -5.820034549,      -4.908196496,      -5.007108214,                 0,      -5.659424366
          0,           0,          29,      -5.823464246,      -4.918351599,      -5.014092141,                 0,      -5.670695499
          0,           0,          30,      -5.826723321,      -4.928139202,      -5.021435937,                 0,      -5.679693768
          0,           0,          31,      -5.830106195,      -4.937629343,      -5.028580854,                 0,      -5.686041452
          0,           0,          32,      -5.833959478,      -4.947017647,       -5.03553193,                 0,      -5.691396149
          0,           0,          33,      -5.838103776,        -4.9560297,      -5.042678302,                 0,      -5.696239591
          0,           0,          34,      -5.842356995,      -4.964352905,      -5.050222463,                 0,      -5.700340271
          0,           0,          35,      -5.846781978,      -4.972036474,      -5.058250588,                 0,      -5.704054913
          0,           0,          36,        -5.8514982,      -4.979264369,      -5.066933165,                 0,       -5.70806063
          0,           0,          37,      -5.856562883,      -4.986092503,       -5.07644393,                 0,      -5.712594287
          0,           0,          38,      -5.861987986,      -4.992512893,      -5.086853016,                 0,      -5.717564447
          0,           0,          39,      -5.867781351,      -4.998571862,      -5.098176598,                 0,      -5.722980618
          0,           0,          40,      -5.873984276,       -5.00434984,      -5.110433825,                 0,      -5.728952919
          0,           0,          41,      -5.880668371,      -5.009915311,      -5.123610759,                 0,      -5.735509995
          0,           0,          42,      -5.887897974,      -5.015341649,      -5.137623752,                 0,      -5.742633793
          0,           0,          43,      -5.895721204,      -5.020728087,      -5.152349144,                 0,      -5.750390799
          0,           0,          44,      -5.904191964,      -5.026186607,      -5.167666604,                 0,      -5.758920498
          0,           0,          45,      -5.913372528,       -5.03183218,      -5.183467702,                 0,      -5.768361437
          0,           0,          46,      -5.923311684,      -5.037788426,      -5.199650898,                 0,      -5.778842263
          0,           0,          47,      -5.934032707,      -5.044181966,      -5.216132242,                 0,      -5.790488748
          0,           0,          48,      -5.945540064,      -5.051125099,      -5.232862162,                 0,      -5.803387137
          0,           0,          49,      -5.957827311,      -5.058708159,      -5.249829339,                 0,      -5.817551905
          0,           0,          50,      -5.970878332,      -5.067002682,      -5.267054606,                 0,      -5.832937084
          0,           0,          51,      -5.984668229,      -5.076062459,      -5.284584444,                 0,      -5.849454885
          0,           0,          52,      -5.999168046,      -5.085921294,      -5.302482952,                 0,      -5.866976176
          0,           0,          53,      -6.014351078,      -5.096594143,      -5.320819517,                 0,      -5.885334231
          0,           0,          54,       -6.03019763,      -5.108081909,      -5.339655725,                 0,      -5.904345872
          0,           0,          55,      -6.046697157,      -5.120376071,       -5.35903491,                 0,      -5.923835904
          0,           0,          56,      -6.063847693,      -5.133462374,      -5.378974233,                 0,      -5.943654095
          0,           0,          57,      -6.081652539,      -5.147324559,      -5.399459954,                 0,      -5.963688608
          0,           0,          58,      -6.100114432,      -5.161947656,      -5.420448294,                 0,      -5.983877462
          0,           0,          59,      -6.119228037,      -5.177319977,      -5.441871805,                 0,      -6.004212639
          0,           0,          60,      -6.138971818,      -5.193433947,      -5.463648568,                 0,      -6.024734769
          0,           0,          61,      -6.159300436,      -5.210286066,      -5.485692256,                 0,      -6.045521356
          0,           0,          62,      -6.180139086,      -5.227875668,      -5.507922582,                 0,      -6.066669749
          0,           0,          63,      -6.201381349,      -5.246202244,      -5.530274953,                 0,      -6.088273968
          0,           0,          64,      -6.222891777,      -5.265261694,      -5.552706949,                 0,      -6.110397795
