"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.008864154016584e+00, 1.106866047752661e-01, 1.380579222997706e-02, 2.535273432406698e+00, 1.011642812063228e+00, 1.002754244003597e+00, 9.331539647249407e-02, 7.392261627446586e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.005177206761121e+00, 1.284281652291144e-01, 1.801780377385899e-02, 2.526643010345537e+00, 1.007310841971659e+00, 1.002122645834174e+00, 1.089245315607545e-01, 4.641804426449870e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.004447950532462e+00, 1.381389276199289e-01, 1.978291608539213e-02, 2.525191047446876e+00, 1.006198920481689e+00, 1.001743216209759e+00, 1.173153606038050e-01, 3.935822528056803e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.003693093849600e+00, 1.431843623742511e-01, 2.061640078265837e-02, 2.523504312947398e+00, 1.005231765708681e+00, 1.001533010308141e+00, 1.217177173802925e-01, 3.321756005511960e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.003271749170063e+00, 1.467839509495034e-01, 2.111866795117121e-02, 2.522599069421441e+00, 1.004655665714313e+00, 1.001379403482053e+00, 1.248376999983156e-01, 2.955978231310036e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.002941343266587e+00, 1.497440490705867e-01, 2.148863480171546e-02, 2.521897639331991e+00, 1.004195470472035e+00, 1.001250449205099e+00, 1.273986833589849e-01, 2.663790775895415e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.002668586248955e+00, 1.522698559986146e-01, 2.177069890295594e-02, 2.521323988495879e+00, 1.003810175103142e+00, 1.001138550533889e+00, 1.295804594411554e-01, 2.419158795645623e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.002431506522006e+00, 1.544947028608022e-01, 2.198752357968781e-02, 2.520828035085191e+00, 1.003472614868592e+00, 1.001038583025187e+00, 1.314993958315119e-01, 2.204834837201246e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.002210976960127e+00, 1.564608445001894e-01, 2.215281770097389e-02, 2.520363181141550e+00, 1.003162141405801e+00, 1.000949066082433e+00, 1.331945858475085e-01, 2.007708829080254e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.002011374360792e+00, 1.582446668027884e-01, 2.227395297659301e-02, 2.519943441007741e+00, 1.002880128166963e+00, 1.000867009924639e+00, 1.347300166585022e-01, 1.828652804421117e-01
