"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.192893726,      -4.465971941,      -4.160345615,      -3.645365149,      0.7421882723,      0.1852647448,                 0,                 0,                 0,     0.06556286778,      0.7405432927,      0.1917344228,                 0,       0.249619607
          0,           0,           1,      -4.313548989,      -4.445636508,      -4.272922591,      -3.757977532,     -0.0191825849,      0.1486418642,                 0,                 0,                 0,    0.007338702718,    -0.02047898299,      0.1484688068,                 0,      -7.748792193
          0,           0,           2,      -4.426289532,      -4.439240022,      -4.436794299,      -3.875233837,     -0.1259137597,    0.005831028513,                 0,                 0,                 0,    -0.01724415266,       -0.12595985,    0.004732015592,                 0,    -0.04630970061
          0,           0,           3,      -4.422892351,      -4.415187119,      -4.436184598,      -3.865393651,    -0.02931270205,    -0.07498916498,                 0,                 0,                 0,    -0.02185229113,    -0.02865719031,    -0.07524210796,                 0,       2.558248122
          0,           0,           4,      -4.359701155,      -4.482619811,      -4.466769731,      -3.809129351,       0.070178206,   -0.007793588718,                 0,                 0,                 0,   -0.002284344355,     0.07024354485,   -0.007180879356,                 0,     -0.1110542598
          0,           0,           5,      -4.385502267,      -4.439872763,      -4.455197782,      -3.836843882,     0.07055614036,       0.100479489,                 0,                 0,                 0,     0.02389012666,     0.06967661597,      0.1010913737,                 0,       1.424106938
          0,           0,           6,      -4.475479908,      -4.488528991,      -4.484836095,      -3.920396784,    -0.01061242063,      0.1012725133,                 0,                 0,                 0,     0.01637058281,    -0.01149577473,      0.1011760475,                 0,      -9.542828803
          0,           0,           7,      -4.419705964,      -4.576878924,      -4.559566558,      -3.872429708,    -0.04123402284,     0.01301071686,                 0,                 0,                 0,     -0.0126217441,    -0.04134599126,     0.01265039129,                 0,      -0.315533532
          0,           0,           8,      -4.668364844,      -4.617756409,      -4.605656029,      -4.113147023,    0.008441617675,    -0.02004794536,                 0,                 0,                 0,    -0.01578684366,    0.008616245351,    -0.01997351592,                 0,      -2.374893786
          0,           0,           9,      -4.554149067,      -4.737348785,      -4.720009586,      -4.005636567,     0.03752225068,     0.03845191358,                 0,                 0,                 0,    0.006516749889,     0.03718526996,      0.0387778887,                 0,        1.02477631
          0,           0,          10,      -4.833241928,        -4.8116591,      -4.808133127,      -4.283745331,    0.005158395874,     0.08774129914,                 0,                 0,                 0,     0.01571445561,    0.004392521896,     0.08778297315,                 0,       17.00941558
          0,           0,          11,      -4.797476866,       -4.88874576,      -4.887620668,       -4.24574878,    -0.02266276589,     0.06367963056,                 0,                 0,                 0,     0.00152460901,    -0.02321760552,      0.0634794384,                 0,      -2.809879027
          0,           0,          12,      -4.886706564,      -4.998855626,      -5.015666489,      -4.339378268,   -0.005810517183,     0.01874772396,                 0,                 0,                 0,   -0.009991424968,   -0.005973898615,     0.01869630442,                 0,      -3.226515536
          0,           0,          13,      -5.110503771,      -5.027709573,      -5.034783929,      -4.555617361,     0.01801540839,     0.02000598357,                 0,                 0,                 0,   -0.003899749519,      0.0178401395,     0.02016243391,                 0,       1.110492926
          0,           0,          14,      -5.022658348,      -5.129811479,      -5.146147762,       -4.47250621,     0.01022949647,     0.05435127013,                 0,                 0,                 0,    0.006039562572,    0.009754808671,     0.05443846867,                 0,       5.313191154
          0,           0,          15,      -5.264453244,       -5.17353844,      -5.200644917,      -4.716750668,    -0.01090126952,     0.06962345952,                 0,                 0,                 0,    0.005721020947,    -0.01150842603,     0.06952567816,                 0,      -6.386729488
          0,           0,          16,      -5.268555739,      -5.204438023,      -5.273172345,      -4.717056762,     -0.0106175365,     0.05241905038,                 0,                 0,                 0,   -0.001066364138,    -0.01107456892,     0.05232440012,                 0,      -4.937025682
          0,           0,          17,      -5.354394465,       -5.27426515,      -5.361021887,       -4.80768142,    0.006288336158,     0.03391716162,                 0,                 0,                 0,    -0.00401115505,    0.005992117403,     0.03397074555,                 0,       5.393662293
          0,           0,          18,       -5.54029949,      -5.298364731,      -5.374832923,       -4.98709878,     0.01102400892,     0.03907147333,                 0,                 0,                 0,  -0.0008961190055,     0.01068263056,     0.03916618701,                 0,       3.544216412
          0,           0,          19,        -5.5178223,      -5.346362784,      -5.442735326,      -4.966900041,  -0.0004069470419,     0.05609604323,                 0,                 0,                 0,    0.002748123498,  -0.0008964556592,     0.05609035603,                 0,      -137.8460523
          0,           0,          20,      -5.647781622,      -5.355084593,      -5.468406943,      -5.098423647,   -0.007690162716,     0.06032889499,                 0,                 0,                 0,    0.002173196787,   -0.008216332142,     0.06025948938,                 0,      -7.844943888
          0,           0,          21,      -5.640333841,       -5.36968179,      -5.477714889,       -5.09049159,   -0.001728866446,     0.04996831347,                 0,                 0,                 0,  -0.0008809009787,   -0.002164850877,     0.04995132382,                 0,      -28.90235598
          0,           0,          22,      -5.671041103,       -5.38766906,      -5.490459188,      -5.124843316,    0.005176384314,     0.04284877176,                 0,                 0,                 0,   -0.001998296574,    0.004802265886,     0.04289231211,                 0,       8.277741597
          0,           0,          23,      -5.781932806,      -5.402666701,       -5.51161412,       -5.23194685,    0.002784487126,     0.04807291945,                 0,                 0,                 0,  -0.0002751660439,    0.002364871063,     0.04809538791,                 0,       17.26455081
          0,           0,          24,      -5.677725631,      -5.420604519,      -5.534055488,       -5.12989656,   -0.002463843032,     0.05541831622,                 0,                 0,                 0,    0.001190237064,    -0.00294735912,     0.05539470525,                 0,      -22.49263265
          0,           0,          25,      -5.830831391,      -5.432923008,      -5.548057483,      -5.282814814,   -0.002109432417,     0.05477350983,                 0,                 0,                 0,   0.0004628138393,   -0.002587335074,     0.05475301618,                 0,      -25.96599416
          0,           0,          26,      -5.756456061,      -5.449260384,      -5.561456634,       -5.20779701,    0.001303206507,      0.0497396084,                 0,                 0,                 0,  -0.0008936562383,   0.0008691024261,     0.04974908695,                 0,       38.16709643
          0,           0,          27,       -5.79623897,      -5.468437099,      -5.587862142,      -5.250922369,    0.001701488017,     0.04861371323,                 0,                 0,                 0,  -0.0009052056439,    0.001277193935,     0.04862671026,                 0,       28.57129333
          0,           0,          28,      -5.925849857,      -5.483013473,      -5.606727243,      -5.373349304,  -0.0004565421605,     0.05214650963,                 0,                 0,                 0,   9.385840081e-05,  -0.0009115831441,     0.05214054002,                 0,      -114.2205784
          0,           0,          29,      -5.844344958,      -5.500841645,      -5.642048743,      -5.295344091,   -0.001060481325,      0.0546682443,                 0,                 0,                 0,   0.0005277439073,   -0.001537505319,     0.05465690837,                 0,      -51.55040736
          0,           0,          30,      -6.013654062,      -5.517571589,      -5.665342319,      -5.466105544,   0.0003401750857,     0.05359359191,                 0,                 0,                 0,   2.103063135e-05,  -0.0001275242494,     0.05359451978,                 0,       157.5470814
          0,           0,          31,      -5.987497775,      -5.538644194,      -5.680918711,      -5.439029622,    0.000993939563,     0.05177497995,                 0,                 0,                 0,  -0.0004579265783,   0.0005420855164,     0.05178168217,                 0,       52.09067218
          0,           0,          32,      -6.033293109,      -5.557491209,      -5.701244545,      -5.487059664,   6.931430334e-05,     0.05201832627,                 0,                 0,                 0,   -0.000293554993,  -0.0003846281067,     0.05201695044,                 0,       750.4703035
          0,           0,          33,      -6.126571726,      -5.570328921,      -5.724603659,      -5.576788848,  -0.0006695438518,     0.05367871497,                 0,                 0,                 0,    0.000127308115,   -0.001137947569,     0.05367082825,                 0,      -80.17206763
          0,           0,          34,      -6.111193703,      -5.587271581,      -5.754354631,      -5.561778043,  -0.0001866479272,     0.05461646558,                 0,                 0,                 0,    0.000246412081,  -0.0006632533459,     0.05461275716,                 0,      -292.6175844
          0,           0,          35,      -6.195195172,      -5.606706527,      -5.773250657,      -5.645896056,   0.0005704398767,     0.05419538511,                 0,                 0,                 0,   2.563126132e-05,   9.748020411e-05,     0.05419829948,                 0,       95.00630535
          0,           0,          36,      -6.233615472,      -5.626604313,      -5.791931126,      -5.683355984,   0.0004988563031,     0.05352737603,                 0,                 0,                 0,  -0.0001847752166,    3.17287611e-05,     0.05352969116,                 0,       107.3001899
          0,           0,          37,      -6.250718757,       -5.64335735,      -5.816675963,      -5.702811748,  -0.0001455187477,     0.05363975675,                 0,                 0,                 0,  -0.0001483441604,  -0.0006136024482,     0.05363644444,                 0,      -368.6106264
          0,           0,          38,      -6.282203737,      -5.657312833,      -5.842620489,      -5.736055133,  -0.0004145006971,     0.05437661559,                 0,                 0,                 0,   3.436576928e-05,  -0.0008890043804,     0.05437092794,                 0,      -131.1858242
          0,           0,          39,      -6.299266473,      -5.672908857,       -5.86743591,      -5.753203792,  -8.430324396e-05,     0.05498681784,                 0,                 0,                 0,   0.0001435029523,  -0.0005641444517,     0.05498398843,                 0,      -652.2503199
          0,           0,          40,      -6.326681157,       -5.68952574,      -5.890359483,      -5.779934492,   0.0003067332011,     0.05505476549,                 0,                 0,                 0,   9.097462223e-05,  -0.0001737158438,     0.05505534589,                 0,       179.4874676
          0,           0,          41,      -6.352097586,      -5.705344646,       -5.91434242,       -5.80479865,   0.0002516316842,     0.05485423942,                 0,                 0,                 0,  -1.342302517e-05,  -0.0002270653647,     0.05485434661,                 0,       217.9941671
          0,           0,          42,      -6.374396408,      -5.720326715,      -5.940340332,      -5.827393399,  -6.181532384e-05,     0.05488261616,                 0,                 0,                 0,  -2.160922028e-05,  -0.0005407480682,     0.05487998696,                 0,      -887.8480731
          0,           0,          43,      -6.410588298,      -5.735288259,      -5.966627593,      -5.863069068,   -0.000172507324,     0.05526363798,                 0,                 0,                 0,   7.881040824e-05,  -0.0006547608541,     0.05526002832,                 0,      -320.3553142
          0,           0,          44,      -6.434506927,      -5.750871368,      -5.992248659,      -5.885618655,  -1.193488136e-05,     0.05569531113,                 0,                 0,                 0,   0.0001746526115,  -0.0004979615366,     0.05569308627,                 0,       -4666.59948
          0,           0,          45,       -6.45988792,      -5.766458772,       -6.01746189,      -5.909605455,    0.000131591896,     0.05590506547,                 0,                 0,                 0,   0.0001888322457,   -0.000356270653,     0.05590408512,                 0,       424.8366896
          0,           0,          46,      -6.491141661,      -5.782201386,      -6.042891067,      -5.938860902,   8.613819318e-05,     0.05592573606,                 0,                 0,                 0,   0.0001555798448,  -0.0004019030077,     0.05592435827,                 0,       649.2559687
          0,           0,          47,      -6.507932896,        -5.7986921,      -6.069143306,        -5.9543921,  -2.584716222e-05,     0.05596904292,                 0,                 0,                 0,   0.0001514064818,  -0.0005142620179,     0.05596668623,                 0,      -2165.384441
          0,           0,          48,      -6.545094554,      -5.816355263,       -6.09591472,      -5.990591182,  -3.888737406e-05,     0.05616597145,                 0,                 0,                 0,   0.0002016257689,   -0.000529020237,     0.05616349347,                 0,      -1444.324098
          0,           0,          49,      -6.583233779,      -5.835088881,      -6.123376666,      -6.027436136,   2.963697364e-05,     0.05644618835,                 0,                 0,                 0,    0.000264007041,  -0.0004629438212,     0.05644429768,                 0,       1904.586785
          0,           0,          50,      -6.602792008,      -5.854017068,      -6.152140878,      -6.046120691,   5.546740411e-05,     0.05665349689,                 0,                 0,                 0,   0.0002914043248,  -0.0004389234597,     0.05665182374,                 0,         1021.3836
          0,           0,          51,      -6.633117893,      -5.873023215,      -6.181562134,      -6.074674746,    1.20865186e-05,      0.0567512906,                 0,                 0,                 0,   0.0002882456411,  -0.0004831560936,     0.05674923516,                 0,        4695.42078
          0,           0,          52,      -6.658822349,       -5.89274478,      -6.211624195,      -6.099166551,  -2.685244973e-05,     0.05682049079,                 0,                 0,                 0,   0.0002874742328,  -0.0005226974572,     0.05681809291,                 0,      -2116.026335
          0,           0,          53,      -6.680772464,      -5.913334801,      -6.242438819,      -6.121762807,  -1.221246087e-05,     0.05694534525,                 0,                 0,                 0,   0.0003092964098,  -0.0005091475726,     0.05694307037,                 0,      -4662.888657
          0,           0,          54,      -6.710205006,      -5.934727096,      -6.273713315,      -6.152336167,   2.426473604e-05,     0.05713294667,                 0,                 0,                 0,     0.00034499182,  -0.0004743088751,     0.05713098297,                 0,       2354.566996
          0,           0,          55,      -6.735499719,      -5.956781151,      -6.305155669,      -6.178589555,   2.959999291e-05,     0.05732398878,                 0,                 0,                 0,   0.0003732511206,  -0.0004706409572,     0.05732206436,                 0,       1936.621707
          0,           0,          56,      -6.758417921,      -5.979275265,      -6.335882837,      -6.201946204,  -8.778788891e-07,     0.05746512422,                 0,                 0,                 0,   0.0003845087838,  -0.0005023492918,     0.05746292846,                 0,      -65459.05698
          0,           0,          57,      -6.784556876,      -6.002255432,      -6.365505028,      -6.228207725,  -2.641119944e-05,     0.05756557779,                 0,                 0,                 0,   0.0003888647913,  -0.0005287582518,     0.05756315539,                 0,      -2179.589682
          0,           0,          58,      -6.811985958,      -6.025951037,      -6.394886072,      -6.256235343,  -1.946740396e-05,     0.05767444772,                 0,                 0,                 0,   0.0004011312484,  -0.0005227647781,     0.05767208177,                 0,       -2962.61627
          0,           0,          59,      -6.841585911,      -6.050460493,      -6.424784323,      -6.287104657,   4.510575782e-06,      0.0578198262,                 0,                 0,                 0,   0.0004243060278,  -0.0005000563618,     0.05781766396,                 0,       12818.72404
          0,           0,          60,      -6.872506879,      -6.075749667,      -6.455159097,      -6.319610172,   1.333667708e-05,     0.05798137715,                 0,                 0,                 0,   0.0004488828957,  -0.0004926403767,     0.05797928578,                 0,       4347.513012
