"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.014056086633065e+00, 1.529360049071463e-01, 1.931678991456255e-02, 2.558771464875206e+00, 1.018821949721023e+00, 1.004699802260231e+00, 1.281747445516998e-01, 6.722124900365487e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.008924702810315e+00, 1.740308324014128e-01, 2.452717859015395e-02, 2.546866350677514e+00, 1.012623523750569e+00, 1.003666102068817e+00, 1.469534187087568e-01, 4.508401339488760e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.007686610549823e+00, 1.853966157410019e-01, 2.659848342662604e-02, 2.544345885918287e+00, 1.010775994426921e+00, 1.003065818127139e+00, 1.568453908049833e-01, 3.848569438186156e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.006542509540443e+00, 1.916326909845930e-01, 2.759648759894848e-02, 2.541809777594263e+00, 1.009275710087124e+00, 1.002715434788670e+00, 1.623460649197956e-01, 3.312753602544335e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.005833514967737e+00, 1.963083820011717e-01, 2.824281476899999e-02, 2.540289610025075e+00, 1.008294542205177e+00, 1.002446754061003e+00, 1.664434842034170e-01, 2.962336501848931e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.005267944795013e+00, 2.002077995671765e-01, 2.872905592357629e-02, 2.539091177131407e+00, 1.007497641424328e+00, 1.002218012263158e+00, 1.698556269309014e-01, 2.677729080117289e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.004786586099720e+00, 2.035226210002613e-01, 2.909814694649255e-02, 2.538074245601631e+00, 1.006816337632683e+00, 1.002020082235415e+00, 1.727549933158411e-01, 2.434406297386894e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.004363818963145e+00, 2.064367592839172e-01, 2.937962474707551e-02, 2.537183668936142e+00, 1.006215390269599e+00, 1.001843526490596e+00, 1.753017437392095e-01, 2.219782239142560e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.003972252463850e+00, 2.090166205964944e-01, 2.959352985218034e-02, 2.536353637440130e+00, 1.005663973634246e+00, 1.001685027814509e+00, 1.775576637971171e-01, 2.022847726516540e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.003616047087542e+00, 2.113634447590008e-01, 2.975023473256784e-02, 2.535600002276618e+00, 1.005160914863897e+00, 1.001539301589327e+00, 1.796074115242830e-01, 1.843183879963185e-01
