"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, -3.956025391315387e-02, 2.571261932870554e-01, -9.865614636447194e-02, -1.105496157702160e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.002227287087866e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, -3.477905252571955e-02, 2.252479178469986e-01, -1.044724931119868e-01, -9.704647845679204e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.227516991341605e-03
2, 9.977599978450000e-01, -3.251111630156300e-04, -3.118940058534869e-02, 2.020052866977725e-01, -1.076492642770030e-01, -8.752914248851145e-03, 0.000000000000000e+00, 0.000000000000000e+00, 5.667819660051244e-03
3, 9.960200190539999e-01, -5.769983605901485e-04, -2.801481407445285e-02, 1.809460501640960e-01, -1.096924491764333e-01, -7.896144596156986e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.507047571444475e-03
4, 9.937800168990000e-01, -9.004365425509819e-04, -2.537399176999949e-02, 1.634986281519916e-01, -1.118733188308572e-01, -7.166882143929168e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.368239823224806e-03
5, 9.910500049590000e-01, -1.293363843462116e-03, -2.305609281804925e-02, 1.483010906601531e-01, -1.136700283737104e-01, -6.527440339518941e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.717778387846209e-04
6, 9.878399968150000e-01, -1.753609743384430e-03, -2.104468521771988e-02, 1.352523505151440e-01, -1.150749915419041e-01, -5.955745468838478e-03, 0.000000000000000e+00, 0.000000000000000e+00, 5.946412277842679e-04
7, 9.841300249100000e-01, -2.283176811071472e-03, -1.921302513656731e-02, 1.234907197842941e-01, -1.161256531248981e-01, -5.438839635228444e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.148599654587682e-05
8, 9.799500107769999e-01, -2.876826092032643e-03, -1.754220620649976e-02, 1.128778891877182e-01, -1.169742939239464e-01, -4.964628705402398e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.564636959311199e-04
9, 9.752799868580000e-01, -3.536324145770189e-03, -1.599433088168090e-02, 1.031342631705248e-01, -1.175974053758650e-01, -4.525328978703804e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.541456711612650e-05
