"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.484975178,        -4.6175211,      -5.046170158,                 0,      -3.964927748
          0,           0,           1,      -4.485623662,      -3.832542688,      -3.786177722,                 0,      -4.135479669
          0,           0,           2,      -4.440680858,       -3.81019771,       -3.84223063,                 0,      -4.208584103
          0,           0,           3,      -4.530640269,      -3.908203923,      -3.924029733,                 0,      -4.300178468
          0,           0,           4,      -4.638678796,      -4.008901021,      -4.035251931,                 0,       -4.36141408
          0,           0,           5,      -4.656705339,      -4.032528045,      -4.070513331,                 0,      -4.390694525
          0,           0,           6,      -4.802045073,      -4.170185509,      -4.179945762,                 0,      -4.544719665
          0,           0,           7,      -4.850524931,      -4.222483458,      -4.208485954,                 0,        -4.5515754
          0,           0,           8,       -4.90249954,      -4.269095377,       -4.28119844,                 0,       -4.69468727
          0,           0,           9,      -4.995878503,      -4.341797142,      -4.380841988,                 0,      -4.725430318
          0,           0,          10,      -5.014259427,      -4.349216274,      -4.402885283,                 0,      -4.787934542
          0,           0,          11,      -5.086284268,      -4.427885705,      -4.491585005,                 0,      -4.893558587
          0,           0,          12,      -5.100353713,      -4.461494514,      -4.528384214,                 0,      -4.913715039
          0,           0,          13,      -5.144220564,      -4.497310153,      -4.580292227,                 0,      -5.041094921
          0,           0,          14,      -5.225691377,      -4.563321896,      -4.663493961,                 0,      -5.113268262
          0,           0,          15,      -5.239084578,      -4.584699748,      -4.699880394,                 0,      -5.207645449
          0,           0,          16,      -5.244823128,      -4.603518502,       -4.74740924,                 0,      -5.270253823
          0,           0,          17,      -5.270708595,      -4.632898875,      -4.787468777,                 0,      -5.358634478
          0,           0,          18,       -5.29543097,      -4.659683103,      -4.815467968,                 0,      -5.421681318
          0,           0,          19,      -5.313076901,      -4.678473334,      -4.835789422,                 0,       -5.45395842
          0,           0,          20,      -5.324879338,      -4.686683645,      -4.849495663,                 0,      -5.468662015
          0,           0,          21,       -5.33918174,       -4.69584499,      -4.867487044,                 0,      -5.480433732
          0,           0,          22,      -5.353429459,      -4.706476145,      -4.886925751,                 0,      -5.490569247
          0,           0,          23,      -5.367822498,      -4.716183501,      -4.909523054,                 0,      -5.504558624
          0,           0,          24,      -5.382755526,      -4.724822471,      -4.934552528,                 0,      -5.514545016
          0,           0,          25,      -5.398628321,      -4.735196558,      -4.959757889,                 0,      -5.530851892
          0,           0,          26,      -5.415489061,      -4.747791266,      -4.982729079,                 0,      -5.550649735
          0,           0,          27,      -5.433500464,      -4.760679048,      -5.005511309,                 0,       -5.57212946
          0,           0,          28,      -5.454278346,      -4.774233741,      -5.031577961,                 0,      -5.595853134
          0,           0,          29,      -5.478248761,      -4.789784855,      -5.058651232,                 0,      -5.621694152
          0,           0,          30,      -5.504915961,      -4.807765532,      -5.084029436,                 0,      -5.652473541
          0,           0,          31,      -5.534126712,      -4.827904456,      -5.109183124,                 0,       -5.68632899
          0,           0,          32,      -5.565603287,      -4.849669048,      -5.136249057,                 0,      -5.720587856
          0,           0,          33,      -5.599139247,      -4.873157245,       -5.16540181,                 0,       -5.75476024
          0,           0,          34,      -5.634423636,      -4.898714121,       -5.19567525,                 0,      -5.790483318
          0,           0,          35,      -5.670970961,      -4.926374595,      -5.226881367,                 0,      -5.828691583
          0,           0,          36,      -5.708206978,      -4.955914599,        -5.2594736,                 0,       -5.86820821
          0,           0,          37,      -5.745487223,      -4.987001591,      -5.293323224,                 0,      -5.907315978
          0,           0,          38,      -5.782307053,      -5.019444453,      -5.328040815,                 0,      -5.945978691
          0,           0,          39,       -5.81837116,      -5.053185695,      -5.363609471,                 0,      -5.985482978
          0,           0,          40,       -5.85359222,      -5.088140063,      -5.400152028,                 0,      -6.026570116
          0,           0,          41,      -5.888079305,      -5.124187706,      -5.437621252,                 0,      -6.069136724
          0,           0,          42,      -5.922040416,      -5.161249065,      -5.476017989,                 0,      -6.113296047
          0,           0,          43,      -5.955746018,      -5.199296962,      -5.515461527,                 0,      -6.159540899
          0,           0,          44,       -5.98947866,      -5.238275547,      -5.555868519,                 0,      -6.207140772
          0,           0,          45,       -6.02335107,      -5.278035907,      -5.597074103,                 0,      -6.253395071
          0,           0,          46,      -6.057397186,      -5.318410157,      -5.639091681,                 0,      -6.296553626
          0,           0,          47,      -6.091801181,      -5.359312906,      -5.681924788,                 0,      -6.337611617
          0,           0,          48,      -6.126787753,      -5.400718446,       -5.72560285,                 0,      -6.378298344
          0,           0,          49,      -6.162476776,         -5.442584,      -5.770089504,                 0,      -6.419258675
          0,           0,          50,      -6.198893145,      -5.484820708,      -5.815085567,                 0,      -6.460066314
          0,           0,          51,      -6.236043989,       -5.52731909,      -5.860065481,                 0,      -6.500130669
          0,           0,          52,      -6.273972663,      -5.569982546,      -5.904520107,                 0,      -6.539498103
          0,           0,          53,      -6.312745584,      -5.612726838,      -5.948202425,                 0,      -6.578762585
          0,           0,          54,      -6.352379017,      -5.655457561,      -5.991126523,                 0,      -6.618220699
          0,           0,          55,      -6.392765567,      -5.698058444,      -6.033403836,                 0,      -6.657567447
          0,           0,          56,      -6.433663122,      -5.740399672,      -6.075171185,                 0,      -6.696352201
          0,           0,          57,      -6.474757596,      -5.782356239,      -6.116593395,                 0,       -6.73435049
          0,           0,          58,        -6.5157544,      -5.823818102,      -6.157828447,                 0,      -6.771511779
          0,           0,          59,      -6.556446295,      -5.864690547,      -6.198987641,                 0,      -6.807800965
          0,           0,          60,       -6.59673297,      -5.904895007,      -6.240151901,                 0,      -6.843196095
          0,           0,          61,      -6.636592535,      -5.944372398,      -6.281405313,                 0,      -6.877750748
          0,           0,          62,      -6.676024886,      -5.983082729,      -6.322817526,                 0,      -6.911588925
          0,           0,          63,      -6.715005246,      -6.020998007,       -6.36439358,                 0,       -6.94486103
          0,           0,          64,      -6.753479481,       -6.05809242,      -6.406061592,                 0,      -6.977721232
          0,           0,          65,       -6.79139277,      -6.094333894,      -6.447709609,                 0,      -7.010311155
          0,           0,          66,         -6.828713,      -6.129678564,      -6.489219376,                 0,      -7.042707399
          0,           0,          67,      -6.865428356,      -6.164072119,      -6.530466091,                 0,      -7.074860541
          0,           0,          68,      -6.901530838,      -6.197462396,      -6.571305139,                 0,      -7.106596598
          0,           0,          69,      -6.936997187,      -6.229817101,      -6.611568628,                 0,      -7.137683235
          0,           0,          70,      -6.971769675,       -6.26113333,      -6.651072209,                 0,      -7.167903337
          0,           0,          71,      -7.005747684,      -6.291434358,      -6.689630888,                 0,      -7.197103335
          0,           0,          72,      -7.038801334,      -6.320760797,      -6.727081981,                 0,      -7.225219639
          0,           0,          73,      -7.070800901,      -6.349163847,      -6.763304496,                 0,      -7.252283364
          0,           0,          74,      -7.101645417,       -6.37670229,      -6.798225484,                 0,      -7.278395148
          0,           0,          75,      -7.131279883,      -6.403440854,      -6.831815239,                 0,      -7.303677217
          0,           0,          76,      -7.159700108,      -6.429447523,      -6.864079999,                 0,      -7.328228196
          0,           0,          77,      -7.186947989,      -6.454789457,      -6.895056669,                 0,      -7.352102445
          0,           0,          78,       -7.21309942,      -6.479528908,      -6.924805759,                 0,      -7.375315467
          0,           0,          79,        -7.2382467,      -6.503720481,      -6.953398162,                 0,      -7.397862249
          0,           0,          80,      -7.262479041,       -6.52740992,      -6.980900197,                 0,      -7.419735399
          0,           0,          81,       -7.28586593,       -6.55063353,      -7.007367031,                 0,      -7.440937091
          0,           0,          82,      -7.308447617,      -6.573417628,      -7.032849128,                 0,      -7.461484647
          0,           0,          83,      -7.330235626,       -6.59577834,       -7.05740582,                 0,      -7.481411561
          0,           0,          84,      -7.351223338,      -6.617722424,      -7.081115477,                 0,      -7.500765246
          0,           0,          85,      -7.371402167,      -6.639249147,      -7.104075825,                 0,      -7.519601809
          0,           0,          86,      -7.390775945,      -6.660352425,       -7.12639458,                 0,      -7.537977786
          0,           0,          87,      -7.409367621,      -6.681022056,      -7.148173777,                 0,      -7.555938646
          0,           0,          88,      -7.427216385,      -6.701243072,      -7.169490951,                 0,      -7.573503033
          0,           0,          89,      -7.444366653,      -6.720992529,      -7.190379301,                 0,      -7.590640477
