"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         360,      -5.248193267,      -3.321373324,       -2.75453715,      0.2320275134,      -7.064991836
          0,           0,         361,      -5.240809419,      -3.332708273,      -2.743786363,      0.2394000084,      -7.065025672
          0,           0,         362,      -5.238849939,      -3.335619608,      -2.754643497,      0.2413271152,      -7.065068941
          0,           0,         363,      -5.247832966,      -3.332941774,      -2.775013135,      0.2322808848,      -7.065124352
          0,           0,         364,      -5.242728952,      -3.336959539,      -2.733404155,      0.2373618851,      -7.065179018
          0,           0,         365,      -5.244874656,      -3.346955534,      -2.777757122,      0.2352348602,      -7.065230512
          0,           0,         366,       -5.23376564,      -3.343080668,      -2.753966057,      0.2464125411,      -7.065285748
          0,           0,         367,      -5.238688608,      -3.343890263,      -2.757770879,      0.2414857753,      -7.065350097
          0,           0,         368,      -5.249681645,        -3.3456425,       -2.74793757,       0.230437228,       -7.06542102
          0,           0,         369,      -5.245289731,      -3.361009231,      -2.792586221,      0.2348267071,      -7.065496385
          0,           0,         370,      -5.223852628,       -3.35482583,      -2.727039092,      0.2562789821,      -7.065565755
          0,           0,         371,      -5.234752307,      -3.355458488,      -2.785965806,      0.2453726839,      -7.065638742
          0,           0,         372,      -5.248034028,      -3.345168842,      -2.755849762,      0.2321213472,      -7.065720303
          0,           0,         373,      -5.233366902,      -3.353119005,       -2.76370976,      0.2467895102,      -7.065814927
          0,           0,         374,      -5.231028391,      -3.353765895,      -2.752997651,      0.2491090872,      -7.065898344
          0,           0,         375,      -5.249203306,      -3.359265706,      -2.791381697,      0.2308695508,      -7.065983273
          0,           0,         376,      -5.246678901,      -3.355039025,      -2.732632537,      0.2333846767,      -7.066072065
          0,           0,         377,      -5.242940207,      -3.360057281,      -2.777598814,      0.2371496308,       -7.06616496
          0,           0,         378,      -5.240093106,      -3.351815147,      -2.769998162,        0.24001323,      -7.066259151
          0,           0,         379,      -5.243123395,      -3.344833182,      -2.747662223,      0.2369683592,      -7.066355202
          0,           0,         380,      -5.256073865,      -3.351775011,      -2.756564851,      0.2239288267,      -7.066451807
          0,           0,         381,      -5.257443705,      -3.360868842,      -2.788360405,      0.2225500617,      -7.066548999
          0,           0,         382,      -5.230149614,      -3.355345449,      -2.740733601,      0.2498454015,      -7.066645162
          0,           0,         383,        -5.2439567,      -3.348783705,       -2.77894275,      0.2360354139,      -7.066740048
          0,           0,         384,      -5.254091523,       -3.35083803,      -2.750403348,      0.2259185586,      -7.066837348
          0,           0,         385,      -5.249768141,      -3.361409419,      -2.780086208,      0.2302536472,      -7.066922008
          0,           0,         386,      -5.236191116,        -3.3601362,      -2.740494949,      0.2438534691,      -7.067009621
          0,           0,         387,      -5.248446049,      -3.357726856,      -2.788333294,      0.2315967266,       -7.06710829
          0,           0,         388,      -5.245470098,      -3.353020691,      -2.739519515,      0.2345853522,      -7.067206237
          0,           0,         389,      -5.244918327,      -3.369820598,      -2.798083732,      0.2350756297,      -7.067292454
          0,           0,         390,       -5.23635564,      -3.362712629,      -2.750326923,      0.2437180494,      -7.067366277
          0,           0,         391,      -5.241917185,       -3.36284451,      -2.768121762,      0.2381251091,       -7.06744616
          0,           0,         392,      -5.242578211,      -3.360428648,      -2.755457123,      0.2374689458,      -7.067525306
          0,           0,         393,      -5.238576887,      -3.361755785,      -2.785243588,      0.2415045749,      -7.067602877
          0,           0,         394,      -5.231939405,      -3.365399062,      -2.739126385,      0.2481196553,      -7.067674094
          0,           0,         395,      -5.252219557,       -3.36240634,      -2.780802364,      0.2278621251,      -7.067745585
          0,           0,         396,      -5.257237707,      -3.353411718,      -2.755949436,      0.2227693117,      -7.067816893
          0,           0,         397,      -5.241086055,      -3.366776536,       -2.76807903,      0.2388435354,       -7.06788236
          0,           0,         398,      -5.233736837,      -3.364794185,      -2.756917783,      0.2462703662,      -7.067945289
          0,           0,         399,      -5.248086141,      -3.359325935,      -2.776347418,      0.2319396143,      -7.068003842
          0,           0,         400,      -5.252906066,      -3.356087863,      -2.745966751,      0.2271301284,      -7.068059877
          0,           0,         401,      -5.245934915,      -3.357849263,      -2.785340055,       0.234147527,      -7.068123932
          0,           0,         402,      -5.237842521,      -3.360084465,      -2.756988173,      0.2422121324,      -7.068180712
          0,           0,         403,      -5.243136417,      -3.355795329,      -2.761154047,      0.2368798687,      -7.068232037
          0,           0,         404,      -5.251070625,      -3.347811361,      -2.757224457,      0.2290229546,       -7.06828203
          0,           0,         405,      -5.252133719,      -3.367986225,      -2.784828905,      0.2278292589,      -7.068327488
          0,           0,         406,      -5.233409401,      -3.361467374,      -2.743902637,      0.2466254834,      -7.068376969
          0,           0,         407,      -5.251472958,      -3.356245305,       -2.78040879,       0.228578844,       -7.06842611
          0,           0,         408,      -5.254214989,      -3.365362563,      -2.754251843,      0.2256896649,      -7.068471917
          0,           0,         409,      -5.239403766,      -3.365331332,      -2.776834761,      0.2405729181,      -7.068514317
          0,           0,         410,       -5.23158699,      -3.359386477,      -2.752243144,       0.248411566,      -7.068556256
          0,           0,         411,      -5.240446282,      -3.356820963,      -2.782625602,       0.239525227,      -7.068608732
          0,           0,         412,      -5.240482424,      -3.354711669,      -2.735514191,      0.2394966392,      -7.068655973
          0,           0,         413,      -5.238006371,      -3.371525961,      -2.788878793,      0.2419765864,      -7.068699699
          0,           0,         414,       -5.22903901,      -3.374230306,      -2.753344679,      0.2509268565,       -7.06873813
          0,           0,         415,      -5.234838886,      -3.366147942,      -2.768528496,      0.2450790023,      -7.068795256
          0,           0,         416,       -5.24001766,      -3.356757083,      -2.756403778,      0.2399622312,      -7.068854738
          0,           0,         417,      -5.238181276,       -3.37298336,      -2.784732562,      0.2417682717,      -7.068910408
          0,           0,         418,      -5.226920456,      -3.371194577,      -2.748804493,      0.2530890973,      -7.068954878
          0,           0,         419,      -5.237539885,      -3.370214806,       -2.77717935,      0.2425236903,      -7.069003466
          0,           0,         420,      -5.247742945,      -3.371412622,       -2.75427442,      0.2321833798,      -7.069063173
          0,           0,         421,      -5.237039771,      -3.383915458,      -2.774978091,      0.2428854017,      -7.069136376
          0,           0,         422,      -5.221240706,      -3.374855491,      -2.754308601,      0.2587946906,      -7.069199929
          0,           0,         423,       -5.23105095,      -3.372280392,      -2.771092968,      0.2489919254,       -7.06925963
          0,           0,         424,      -5.244359659,      -3.364172165,      -2.749324987,      0.2356944614,      -7.069320181
          0,           0,         425,      -5.241974597,      -3.376654632,      -2.786614995,      0.2381018331,      -7.069387689
          0,           0,         426,      -5.230720076,      -3.371927586,      -2.756796523,      0.2493649689,       -7.06946274
          0,           0,         427,      -5.238215787,      -3.376530479,      -2.764409064,      0.2417623467,      -7.069543917
          0,           0,         428,      -5.240994086,      -3.373670271,      -2.760871848,       0.239045944,       -7.06962225
          0,           0,         429,      -5.236953742,      -3.377837906,      -2.783466619,      0.2431419704,      -7.069693941
          0,           0,         430,      -5.224933055,      -3.372463716,      -2.745328962,      0.2551964179,      -7.069765295
          0,           0,         431,       -5.23192102,      -3.366637004,      -2.774040239,      0.2482459654,      -7.069847454
          0,           0,         432,      -5.244548527,      -3.372700136,      -2.753438849,      0.2355445893,      -7.069926477
          0,           0,         433,      -5.236971462,       -3.38412329,      -2.778155509,      0.2431215768,      -7.069999112
          0,           0,         434,      -5.221321115,       -3.37223275,      -2.756498565,      0.2588621029,      -7.070073486
          0,           0,         435,      -5.231130778,      -3.362393569,      -2.768378863,      0.2490508613,      -7.070157194
          0,           0,         436,      -5.238421491,       -3.37475172,      -2.757932654,       0.241696947,      -7.070238582
          0,           0,         437,      -5.233630274,      -3.383680069,      -2.774486812,      0.2465041254,      -7.070303663
          0,           0,         438,      -5.226363032,      -3.378138905,      -2.758092183,      0.2537990109,      -7.070364418
          0,           0,         439,      -5.233280721,      -3.370711815,      -2.753381116,      0.2468472627,      -7.070446935
          0,           0,         440,      -5.239416164,      -3.374037574,      -2.767301184,      0.2407527216,      -7.070526868
          0,           0,         441,      -5.231214796,      -3.369486871,      -2.762791402,      0.2489781469,      -7.070595888
          0,           0,         442,      -5.221921013,       -3.37574632,      -2.755099879,      0.2582631155,      -7.070656672
          0,           0,         443,      -5.234209119,      -3.374274836,      -2.759546571,       0.245927103,      -7.070716096
          0,           0,         444,      -5.230664636,      -3.374147003,      -2.765013729,      0.2494846364,      -7.070778868
          0,           0,         445,      -5.224969798,      -3.372950808,      -2.751400922,      0.2551677913,      -7.070845314
          0,           0,         446,      -5.216947741,       -3.38192589,      -2.765435819,      0.2631943723,      -7.070910832
          0,           0,         447,      -5.228603853,      -3.373252262,      -2.759033362,      0.2515382649,      -7.070969933
          0,           0,         448,      -5.229821359,      -3.376629754,       -2.75644711,      0.2503624615,      -7.071017642
          0,           0,         449,      -5.222311117,      -3.377068003,      -2.757900689,      0.2578452808,      -7.071063773
          0,           0,         450,      -5.217261443,      -3.377939371,      -2.764830553,      0.2628887835,      -7.071116362
          0,           0,         451,      -5.221383634,      -3.372248331,      -2.750791133,      0.2587665379,      -7.071173267
          0,           0,         452,      -5.225455876,      -3.369719325,      -2.764523196,      0.2547285191,         -7.071225
          0,           0,         453,      -5.223185926,      -3.374046689,      -2.757389021,      0.2569943615,      -7.071266085
          0,           0,         454,      -5.217545162,      -3.379569329,      -2.757485201,      0.2626105339,      -7.071307273
          0,           0,         455,       -5.22475625,      -3.372499176,      -2.757267219,       0.255413738,      -7.071351064
          0,           0,         456,      -5.233396998,      -3.366362883,      -2.766935811,      0.2467910093,      -7.071399364
          0,           0,         457,      -5.227855226,      -3.370165661,      -2.748520403,      0.2522770345,      -7.071455005
          0,           0,         458,      -5.222469974,      -3.385049004,      -2.768097193,      0.2575857259,      -7.071500489
          0,           0,         459,      -5.228970341,      -3.374241053,      -2.761579207,      0.2510818405,         -7.071546
          0,           0,         460,       -5.23490232,      -3.371625358,      -2.757057568,      0.2451863521,      -7.071595329
          0,           0,         461,      -5.226477656,      -3.374924346,      -2.755556801,      0.2536459463,      -7.071644368
          0,           0,         462,      -5.222989281,      -3.373035736,      -2.764573744,      0.2571170692,      -7.071692907
          0,           0,         463,      -5.231807867,      -3.378502978,       -2.74777466,      0.2482340622,       -7.07173836
          0,           0,         464,      -5.238227362,      -3.380053819,      -2.767721013,      0.2418071313,       -7.07178882
          0,           0,         465,      -5.222736907,      -3.367568508,      -2.757442443,      0.2573822129,      -7.071850096
          0,           0,         466,      -5.222493984,      -3.373494083,      -2.759386413,      0.2575828138,      -7.071910927
          0,           0,         467,      -5.229063154,      -3.374908695,      -2.759483889,       0.251010661,      -7.071964398
          0,           0,         468,      -5.236017939,      -3.372340835,      -2.771159309,      0.2441068828,      -7.072005837
          0,           0,         469,      -5.226571637,      -3.375380526,      -2.741265355,      0.2534840678,      -7.072062174
          0,           0,         470,      -5.218841793,      -3.378571569,      -2.776680139,      0.2612493967,      -7.072128647
          0,           0,         471,      -5.225032795,      -3.368424801,      -2.749804536,      0.2550467262,      -7.072197062
          0,           0,         472,      -5.234972574,      -3.367913494,       -2.76117311,      0.2451747054,      -7.072257267
          0,           0,         473,      -5.241310834,      -3.379348052,      -2.755827476,      0.2387808436,      -7.072308539
          0,           0,         474,      -5.217071244,      -3.384927957,      -2.770096175,      0.2629880864,      -7.072367094
          0,           0,         475,      -5.217010154,       -3.36876563,      -2.739338833,      0.2630302245,      -7.072440784
          0,           0,         476,      -5.231727503,      -3.377758631,      -2.776823025,       0.248335688,      -7.072510576
          0,           0,         477,      -5.231834034,      -3.375224371,      -2.749441394,      0.2482458764,      -7.072570384
          0,           0,         478,      -5.220341954,      -3.388205288,      -2.763324051,      0.2596859319,      -7.072625113
          0,           0,         479,      -5.226443312,      -3.381096268,      -2.757242683,      0.2536082069,      -7.072683838
          0,           0,         480,      -5.236062837,      -3.384157066,      -2.767792341,      0.2439852312,      -7.072753315
          0,           0,         481,      -5.229268418,      -3.385233392,      -2.745790623,      0.2507533195,      -7.072827382
          0,           0,         482,      -5.223569702,      -3.391455511,      -2.777066827,      0.2564694608,      -7.072891499
          0,           0,         483,      -5.230437443,      -3.383191655,      -2.752954537,      0.2496379252,      -7.072951584
          0,           0,         484,      -5.232499247,      -3.384354938,       -2.76145395,      0.2475798107,      -7.073012057
          0,           0,         485,      -5.226376494,      -3.378996597,      -2.757072898,      0.2537418181,      -7.073077151
          0,           0,         486,      -5.222989453,      -3.384885791,      -2.771910214,      0.2571174126,      -7.073144804
          0,           0,         487,      -5.226456332,      -3.381624619,      -2.745653467,      0.2536641226,      -7.073202084
          0,           0,         488,      -5.236074308,      -3.392185344,      -2.772423337,      0.2440347936,      -7.073259554
          0,           0,         489,      -5.224619271,      -3.390126472,      -2.755428438,      0.2554522503,      -7.073325693
          0,           0,         490,      -5.218289645,      -3.381832598,      -2.762031398,      0.2618131117,      -7.073386747
          0,           0,         491,      -5.230967223,      -3.393326154,      -2.757023359,      0.2491184446,      -7.073447169
          0,           0,         492,      -5.231794282,      -3.390600752,      -2.771965913,      0.2483058804,      -7.073498704
          0,           0,         493,      -5.218363978,      -3.379072417,      -2.747033484,      0.2617405177,      -7.073553924
          0,           0,         494,      -5.215694161,        -3.3913064,      -2.777551968,      0.2644166562,      -7.073616318
          0,           0,         495,      -5.225700538,      -3.387349656,      -2.753421418,       0.254377255,      -7.073674989
          0,           0,         496,      -5.225335156,       -3.39089773,      -2.762839083,      0.2547503556,      -7.073727472
          0,           0,         497,      -5.224945821,       -3.38857136,      -2.758578863,      0.2551585441,      -7.073775236
          0,           0,         498,      -5.216557445,        -3.3960617,       -2.77561595,      0.2635321486,      -7.073832715
          0,           0,         499,      -5.219832401,      -3.381981157,      -2.746440345,      0.2602897687,      -7.073885475
          0,           0,         500,      -5.231453874,      -3.387817639,      -2.777918685,      0.2486821473,      -7.073939555
          0,           0,         501,      -5.227486147,       -3.38299907,      -2.756180688,      0.2526539209,      -7.073998301
          0,           0,         502,      -5.217073466,      -3.393905693,      -2.761608315,      0.2629573044,      -7.074052135
          0,           0,         503,      -5.222867642,      -3.391378641,      -2.759155431,      0.2572070516,      -7.074108465
          0,           0,         504,      -5.228981958,      -3.384503536,      -2.769467576,      0.2511307481,       -7.07416942
          0,           0,         505,      -5.229290223,      -3.389191485,      -2.748755039,      0.2507870577,      -7.074220369
          0,           0,         506,      -5.218527547,      -3.395339468,      -2.779483984,      0.2615734919,      -7.074261177
          0,           0,         507,      -5.223758649,      -3.376959336,      -2.750537338,      0.2563554706,      -7.074313714
          0,           0,         508,      -5.229969174,      -3.383711149,      -2.763544195,      0.2501523551,      -7.074363065
          0,           0,         509,      -5.224460443,      -3.380455301,      -2.762360368,      0.2557244382,      -7.074411075
          0,           0,         510,      -5.221054036,      -3.374504921,      -2.771909487,      0.2590401972,      -7.074469238
          0,           0,         511,      -5.222965768,      -3.369335195,      -2.746260813,      0.2571097456,      -7.074526335
          0,           0,         512,       -5.23775778,       -3.38905121,      -2.781847359,      0.2422193198,       -7.07457173
          0,           0,         513,      -5.233978852,      -3.390677269,       -2.75322459,      0.2459376296,      -7.074629994
          0,           0,         514,      -5.222233739,       -3.39069855,      -2.769006493,      0.2577138616,      -7.074683403
          0,           0,         515,      -5.233057374,      -3.388128866,      -2.761841294,      0.2468776847,      -7.074738692
          0,           0,         516,      -5.235060055,      -3.389885694,      -2.769604789,      0.2449157043,       -7.07478937
          0,           0,         517,      -5.230586624,      -3.374746945,       -2.75045171,      0.2493968834,       -7.07484003
          0,           0,         518,      -5.223755673,       -3.39385072,      -2.775045205,      0.2561724012,      -7.074904141
          0,           0,         519,      -5.229590079,      -3.381712203,      -2.755538919,      0.2504020515,      -7.074966335
          0,           0,         520,      -5.238678643,      -3.378652661,      -2.764729191,      0.2413754233,      -7.075015258
          0,           0,         521,      -5.232363726,      -3.376816957,      -2.766868996,      0.2477568874,      -7.075062055
          0,           0,         522,      -5.224593389,      -3.373197005,      -2.764977246,      0.2554792806,      -7.075129893
          0,           0,         523,      -5.223600437,      -3.382274107,      -2.755706763,      0.2563954097,      -7.075183515
          0,           0,         524,      -5.240879308,      -3.379986358,      -2.778564239,      0.2391174974,      -7.075240326
          0,           0,         525,       -5.23449582,      -3.377605709,      -2.757513111,      0.2455847118,      -7.075296101
          0,           0,         526,      -5.223387233,      -3.370888097,      -2.768327578,      0.2567493389,      -7.075345638
          0,           0,         527,      -5.224457304,      -3.372071345,      -2.769459828,      0.2556406411,      -7.075397295
          0,           0,         528,      -5.233640505,      -3.375417929,       -2.76660708,      0.2464290446,      -7.075462373
          0,           0,         529,      -5.234442373,      -3.384931165,      -2.756198974,      0.2455560145,      -7.075507663
          0,           0,         530,      -5.224638903,      -3.393790775,       -2.78565013,      0.2553289828,      -7.075558136
          0,           0,         531,      -5.222283519,      -3.385356064,      -2.753605811,      0.2576639796,       -7.07562426
          0,           0,         532,       -5.23305112,      -3.381784504,       -2.76743983,      0.2468924157,      -7.075689553
          0,           0,         533,      -5.229668883,      -3.390403605,      -2.772758868,      0.2502633722,      -7.075734196
          0,           0,         534,      -5.219265632,      -3.387726021,      -2.770643807,      0.2606730734,      -7.075769871
          0,           0,         535,      -5.230405778,      -3.383794978,      -2.754821397,      0.2494869462,      -7.075821899
          0,           0,         536,      -5.244528002,      -3.380668837,      -2.780621036,      0.2354116508,      -7.075884552
          0,           0,         537,      -5.232283935,      -3.376207038,       -2.76135606,      0.2477079432,      -7.075940627
          0,           0,         538,      -5.215326126,      -3.367493074,      -2.762877837,       0.264722523,      -7.075996061
          0,           0,         539,      -5.233904878,      -3.374535562,      -2.773128859,      0.2460546539,       -7.07605708
          0,           0,         540,      -5.236046529,      -3.376452655,      -2.764489592,       0.243912227,      -7.076114035
          0,           0,         541,      -5.225520376,      -3.364168102,       -2.76453513,      0.2545134714,      -7.076155641
          0,           0,         542,      -5.220660198,      -3.371974093,       -2.77456566,      0.2594204651,       -7.07620435
          0,           0,         543,      -5.222491629,      -3.370254802,      -2.765718893,      0.2575634547,      -7.076257837
          0,           0,         544,      -5.230010543,      -3.366515988,       -2.76165168,      0.2501174627,      -7.076316144
          0,           0,         545,      -5.237628217,      -3.384079777,       -2.78195714,      0.2424053314,      -7.076371578
          0,           0,         546,      -5.219290355,      -3.389232697,      -2.757247234,      0.2607221253,      -7.076421373
          0,           0,         547,      -5.232177248,      -3.384909784,      -2.768300175,      0.2478983429,      -7.076465784
          0,           0,         548,      -5.236578811,      -3.396325067,      -2.770554872,      0.2434501212,      -7.076499833
          0,           0,         549,      -5.232117913,       -3.38646789,      -2.770931218,      0.2479726285,      -7.076533716
          0,           0,         550,       -5.22559211,      -3.384684299,      -2.762489623,      0.2544241857,      -7.076586297
          0,           0,         551,      -5.230723267,      -3.385818064,       -2.78263902,      0.2492822723,      -7.076652356
          0,           0,         552,      -5.251476343,      -3.391795231,      -2.769342495,       0.228426806,      -7.076708814
          0,           0,         553,      -5.237220129,      -3.408833103,      -2.779299512,       0.242673767,      -7.076742248
          0,           0,         554,      -5.229558998,      -3.382779753,      -2.785045681,      0.2504744269,      -7.076784654
          0,           0,         555,      -5.228654767,      -3.361035217,      -2.774782461,        0.25146511,      -7.076836592
          0,           0,         556,      -5.243521948,      -3.365896535,      -2.775046141,      0.2365294943,      -7.076887067
          0,           0,         557,      -5.239769964,      -3.373911008,      -2.773519132,      0.2402591959,      -7.076939252
          0,           0,         558,      -5.236072093,      -3.383362235,      -2.777286942,      0.2438638923,      -7.076982043
          0,           0,         559,      -5.245482399,      -3.388598637,      -2.766634117,      0.2344268317,      -7.077028642
          0,           0,         560,      -5.252394034,      -3.390614298,      -2.787886266,      0.2275342584,       -7.07708131
          0,           0,         561,      -5.248802301,      -3.382923421,      -2.770275979,      0.2312118052,      -7.077142782
          0,           0,         562,      -5.238754109,      -3.394647944,      -2.779497797,      0.2412042969,      -7.077202549
          0,           0,         563,       -5.22777246,      -3.385147036,      -2.766057476,      0.2522364967,      -7.077254695
          0,           0,         564,      -5.229317657,      -3.381816889,      -2.783843081,      0.2507423827,      -7.077290259
          0,           0,         565,      -5.230086503,      -3.396088573,       -2.75426174,      0.2498945086,      -7.077335738
          0,           0,         566,      -5.220473209,      -3.399499308,      -2.790050628,      0.2594959506,      -7.077387368
          0,           0,         567,      -5.225488288,      -3.386337749,      -2.750079777,      0.2545376708,      -7.077435289
          0,           0,         568,      -5.231154531,      -3.395315871,      -2.770914948,      0.2488050432,      -7.077481322
          0,           0,         569,      -5.230237429,      -3.388815001,      -2.761116911,      0.2497753365,      -7.077539306
          0,           0,         570,      -5.219916833,      -3.384803329,      -2.765347185,      0.2601510221,      -7.077594564
          0,           0,         571,      -5.225717135,      -3.384286704,      -2.750149638,       0.254288252,      -7.077639727
          0,           0,         572,      -5.238716482,       -3.39112825,      -2.777505132,      0.2412417205,      -7.077687061
          0,           0,         573,       -5.23035469,       -3.38365576,      -2.754235077,      0.2496933655,      -7.077742035
          0,           0,         574,      -5.216819133,      -3.392380306,      -2.766960146,      0.2631706343,      -7.077794064
          0,           0,         575,      -5.224222471,      -3.397191767,      -2.762369772,       0.255760709,      -7.077849888
          0,           0,         576,      -5.223546425,      -3.399393799,      -2.770808783,      0.2564661823,      -7.077893859
          0,           0,         577,      -5.215576688,      -3.393760108,      -2.752688722,      0.2644734816,      -7.077934184
          0,           0,         578,      -5.213056697,       -3.39143342,      -2.776836418,      0.2670020445,      -7.077985932
          0,           0,         579,      -5.219040926,      -3.382241122,      -2.755240804,      0.2610232629,      -7.078037978
          0,           0,         580,      -5.224396107,       -3.39344315,      -2.772687733,      0.2556305689,      -7.078091342
          0,           0,         581,      -5.224617191,      -3.395443511,      -2.764589587,      0.2554543157,      -7.078136201
          0,           0,         582,      -5.220300324,      -3.400648369,      -2.764473788,      0.2598023009,      -7.078174337
          0,           0,         583,      -5.219032301,      -3.386889928,       -2.76408682,      0.2611223975,      -7.078224661
          0,           0,         584,      -5.220249393,       -3.38182002,      -2.778356613,       0.259950401,      -7.078279536
          0,           0,         585,      -5.219993584,      -3.375925243,      -2.762264058,      0.2602176563,      -7.078336133
          0,           0,         586,      -5.214421962,      -3.395571719,      -2.778785325,      0.2657504493,      -7.078380738
          0,           0,         587,      -5.223420835,      -3.388591361,      -2.766823053,      0.2567700792,      -7.078422032
          0,           0,         588,       -5.22301041,      -3.384485038,      -2.779209473,      0.2571993004,      -7.078466408
          0,           0,         589,      -5.221362228,      -3.379164489,      -2.766203328,      0.2588565533,      -7.078520789
          0,           0,         590,      -5.218074367,      -3.388374188,       -2.77681483,      0.2620777642,      -7.078572473
          0,           0,         591,      -5.220766961,      -3.400051991,      -2.763298274,      0.2593199541,      -7.078607648
          0,           0,         592,      -5.232890695,       -3.40379548,      -2.781320955,      0.2471975966,      -7.078642671
          0,           0,         593,      -5.235262826,      -3.405175334,      -2.770330747,      0.2447228086,       -7.07869159
          0,           0,         594,      -5.222595868,      -3.396999495,      -2.766393718,      0.2574429883,      -7.078751251
          0,           0,         595,       -5.22149163,      -3.396726894,      -2.778915979,      0.2585812752,      -7.078802146
          0,           0,         596,      -5.229454931,       -3.39721687,      -2.771841851,      0.2505811263,      -7.078850566
          0,           0,         597,      -5.222531835,      -3.401178962,      -2.772544822,      0.2574750994,       -7.07890265
          0,           0,         598,      -5.218054268,      -3.398242714,      -2.767886295,      0.2619783871,      -7.078945438
          0,           0,         599,        -5.2203175,       -3.40416096,      -2.778374338,      0.2596483763,      -7.078988656
          0,           0,         600,      -5.224547683,      -3.404341195,      -2.750788998,      0.2553813606,      -7.079036388
          0,           0,         601,      -5.229393319,      -3.410308566,      -2.773209267,      0.2504803144,      -7.079088144
          0,           0,         602,      -5.219497419,      -3.397892649,      -2.758044413,      0.2604353658,      -7.079142327
          0,           0,         603,      -5.216566298,      -3.391613278,      -2.757544754,      0.2633656778,      -7.079196621
          0,           0,         604,      -5.223102911,      -3.395937328,      -2.762437314,      0.2568708955,      -7.079238486
          0,           0,         605,      -5.222229964,      -3.400952494,      -2.783505311,      0.2577713736,      -7.079275024
          0,           0,         606,      -5.219632231,      -3.394310839,      -2.747642568,      0.2603364951,       -7.07932487
          0,           0,         607,      -5.223045411,       -3.40312036,      -2.787537995,      0.2569156723,      -7.079387581
          0,           0,         608,      -5.221485512,      -3.394821426,      -2.760460851,      0.2584672221,      -7.079438463
          0,           0,         609,      -5.229794069,      -3.387175961,      -2.769900901,      0.2501848003,      -7.079480509
          0,           0,         610,      -5.227087307,      -3.407527802,      -2.763610486,      0.2527902013,      -7.079528693
          0,           0,         611,       -5.22716222,      -3.404860308,      -2.789745334,      0.2527730034,       -7.07958084
          0,           0,         612,      -5.222878751,      -3.392840051,       -2.74532221,      0.2570811045,      -7.079639416
          0,           0,         613,      -5.228108208,      -3.413911005,      -2.796859088,       0.251771946,      -7.079687292
          0,           0,         614,       -5.22448157,      -3.402240277,       -2.75027593,      0.2554877214,      -7.079726496
          0,           0,         615,      -5.223951798,       -3.40326786,      -2.774228779,      0.2559884844,      -7.079769874
          0,           0,         616,      -5.226158474,      -3.407341495,      -2.758864483,      0.2537406702,      -7.079826312
          0,           0,         617,      -5.223173996,      -3.410352767,      -2.790092577,      0.2566720968,      -7.079888355
          0,           0,         618,      -5.216411945,      -3.405959558,      -2.739050021,       0.263430552,      -7.079939341
          0,           0,         619,      -5.225830493,      -3.415982296,      -2.796830206,      0.2540121955,      -7.079968739
          0,           0,         620,      -5.232141976,      -3.396765388,      -2.750110215,      0.2477621506,      -7.080005816
          0,           0,         621,      -5.228427389,      -3.402079814,      -2.776526222,      0.2514403103,      -7.080062598
          0,           0,         622,      -5.224018032,      -3.406920292,       -2.75812045,      0.2558105971,       -7.08012484
          0,           0,         623,      -5.232853105,      -3.408901497,      -2.787611867,      0.2469767384,        -7.0801776
          0,           0,         624,      -5.232438103,      -3.402275754,      -2.741806365,      0.2473986282,      -7.080221251
          0,           0,         625,      -5.233593306,      -3.415822305,       -2.79398626,       0.246252935,      -7.080263634
          0,           0,         626,      -5.227034275,      -3.401242855,       -2.75305198,      0.2528505279,      -7.080310661
          0,           0,         627,      -5.225589444,      -3.406702709,      -2.778539434,       0.254300749,      -7.080362063
          0,           0,         628,      -5.229224809,      -3.407805906,      -2.758289105,      0.2506427812,      -7.080409518
          0,           0,         629,      -5.230330791,      -3.418915382,      -2.791388428,      0.2495177594,      -7.080446117
          0,           0,         630,      -5.221538002,      -3.402554379,      -2.738816492,      0.2583460908,      -7.080491056
          0,           0,         631,      -5.226230832,      -3.400471266,      -2.787544469,      0.2536817725,      -7.080542121
          0,           0,         632,      -5.222932774,      -3.391391116,      -2.750105858,      0.2570602606,      -7.080589254
          0,           0,         633,      -5.220182875,      -3.392214467,      -2.765580961,      0.2598236323,      -7.080638432
          0,           0,         634,      -5.222927344,      -3.394962747,      -2.752734183,       0.257085602,      -7.080683887
          0,           0,         635,      -5.225270333,      -3.402016253,      -2.778946263,      0.2547378913,      -7.080728716
          0,           0,         636,      -5.220424077,      -3.383495427,      -2.735214832,      0.2595780628,      -7.080782737
          0,           0,         637,      -5.223145858,      -3.398573616,      -2.786781324,      0.2568304191,      -7.080832938
          0,           0,         638,       -5.22020511,      -3.395996524,      -2.750984398,      0.2597468084,      -7.080883199
          0,           0,         639,      -5.219280816,      -3.401017248,      -2.765960314,      0.2606252098,      -7.080929769
          0,           0,         640,      -5.222736224,      -3.402420408,      -2.750048768,      0.2571439614,      -7.080976369
          0,           0,         641,      -5.227850174,      -3.412869068,      -2.784748499,      0.2519745063,      -7.081018129
          0,           0,         642,      -5.223579639,       -3.39440769,      -2.739006622,       0.256291588,      -7.081060631
          0,           0,         643,      -5.222893659,      -3.392915746,      -2.783869854,      0.2570370478,      -7.081111295
