"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         748,      -5.214566435,      -3.417101582,      -2.766238625,      0.2653912574,      -7.084578722
          0,           0,         749,      -5.213917356,      -3.418911662,      -2.775422654,      0.2660267434,      -7.084596718
          0,           0,         750,      -5.210814258,      -3.414781825,      -2.747672502,      0.2691377421,       -7.08462066
          0,           0,         751,      -5.213919599,      -3.428295388,      -2.784036691,      0.2659879949,      -7.084644551
          0,           0,         752,      -5.211672937,       -3.41542936,      -2.754702455,      0.2682945855,       -7.08466744
          0,           0,         753,      -5.212747368,      -3.421342041,      -2.767603596,      0.2671912421,      -7.084683997
          0,           0,         754,      -5.210980666,      -3.426611068,      -2.766543216,       0.268969804,      -7.084707366
          0,           0,         755,      -5.210799962,      -3.421303928,      -2.775110901,      0.2691395294,      -7.084737597
          0,           0,         756,      -5.210589333,      -3.415578257,      -2.754303883,      0.2693793504,      -7.084754045
          0,           0,         757,      -5.214254643,      -3.427116633,      -2.784469955,      0.2657050409,      -7.084770078
          0,           0,         758,      -5.210823035,      -3.413909417,      -2.754619592,      0.2691517538,      -7.084789182
          0,           0,         759,      -5.208218997,      -3.414873438,      -2.770633437,      0.2717706306,      -7.084814133
          0,           0,         760,       -5.21085732,       -3.42054505,       -2.76531606,      0.2691287331,      -7.084838766
          0,           0,         761,      -5.209696416,      -3.422815839,      -2.770356184,      0.2702738106,      -7.084858468
          0,           0,         762,      -5.208796795,      -3.420552183,       -2.75903893,      0.2711982236,      -7.084876255
          0,           0,         763,      -5.210497825,      -3.419433662,      -2.774352545,      0.2695110506,      -7.084898452
          0,           0,         764,      -5.207392244,      -3.413901807,      -2.756317964,      0.2726569045,      -7.084920552
          0,           0,         765,      -5.208363734,      -3.417840938,      -2.771606793,      0.2716661553,      -7.084941819
          0,           0,         766,      -5.211468884,      -3.418282902,      -2.761989998,      0.2685367056,      -7.084962714
          0,           0,         767,      -5.213802931,      -3.418645897,      -2.771102731,      0.2662177008,      -7.084977174
          0,           0,         768,      -5.209267004,      -3.418464473,      -2.754362881,      0.2706975133,      -7.085001569
          0,           0,         769,      -5.211567356,      -3.424271523,      -2.778264272,      0.2684168084,      -7.085028301
          0,           0,         770,      -5.210620447,      -3.420334394,      -2.755914296,      0.2693739963,      -7.085047272
          0,           0,         771,      -5.206724177,      -3.424340116,      -2.770053466,      0.2732861935,       -7.08506303
          0,           0,         772,      -5.206835602,      -3.423859336,      -2.762351539,      0.2731553194,      -7.085073148
          0,           0,         773,      -5.208295192,      -3.417357492,      -2.767360527,      0.2716995833,      -7.085087707
          0,           0,         774,      -5.209030571,      -3.411016086,      -2.755199582,      0.2709630961,      -7.085113587
          0,           0,         775,        -5.2121133,      -3.417940665,      -2.778441334,      0.2678839974,      -7.085136012
          0,           0,         776,      -5.209742779,      -3.416789177,      -2.756482835,      0.2702529253,      -7.085148648
          0,           0,         777,      -5.208893312,      -3.420706587,      -2.775168009,       0.271070769,      -7.085162691
          0,           0,         778,      -5.211042003,       -3.41583947,      -2.759925696,      0.2689589591,      -7.085186885
          0,           0,         779,      -5.209489978,      -3.420886189,      -2.770114987,       0.270499321,      -7.085209133
          0,           0,         780,      -5.205864323,      -3.420882294,      -2.756220719,      0.2741380609,      -7.085231709
          0,           0,         781,      -5.207962163,      -3.426744827,      -2.775873501,      0.2720431209,      -7.085245318
          0,           0,         782,      -5.204888917,      -3.416106055,      -2.758044639,      0.2751301602,      -7.085267217
          0,           0,         783,      -5.205518154,      -3.418687586,      -2.770701816,      0.2745085243,      -7.085279994
          0,           0,         784,      -5.206423825,      -3.419300764,      -2.758381894,      0.2736040958,      -7.085296293
          0,           0,         785,       -5.20717907,       -3.42058983,      -2.773037203,       0.272861929,      -7.085316246
          0,           0,         786,       -5.20522635,      -3.416039818,      -2.759430431,      0.2748076691,      -7.085341062
          0,           0,         787,      -5.206127503,       -3.42334211,      -2.773939473,      0.2738716378,      -7.085357892
          0,           0,         788,      -5.204470822,      -3.418534939,      -2.757926604,      0.2755502891,      -7.085379334
          0,           0,         789,       -5.20512248,      -3.421555589,      -2.776114739,      0.2749069548,      -7.085400326
          0,           0,         790,      -5.206635049,      -3.420269016,      -2.756823399,      0.2733922504,      -7.085413757
          0,           0,         791,      -5.208269594,      -3.421305159,      -2.777541576,      0.2717757529,      -7.085430789
          0,           0,         792,      -5.209354302,       -3.41671227,       -2.75729935,      0.2706436669,      -7.085449894
          0,           0,         793,      -5.213168716,      -3.420817074,      -2.771963342,      0.2668228639,      -7.085465448
          0,           0,         794,      -5.213304142,      -3.416080962,      -2.762878889,      0.2666978156,      -7.085482455
          0,           0,         795,       -5.21259683,      -3.417160611,      -2.774032953,      0.2673965942,      -7.085500483
          0,           0,         796,      -5.212907493,      -3.415750767,      -2.760970268,      0.2670930954,      -7.085522341
          0,           0,         797,      -5.212425181,      -3.422016178,      -2.783502318,      0.2675577654,      -7.085546173
          0,           0,         798,      -5.212009152,      -3.416515716,      -2.755247099,      0.2679896365,      -7.085564914
          0,           0,         799,      -5.209643697,      -3.427369858,      -2.778929514,      0.2703541596,       -7.08558139
          0,           0,         800,      -5.209104761,      -3.423508323,      -2.766359733,      0.2708858554,      -7.085597759
          0,           0,         801,      -5.212457978,      -3.419039777,      -2.769758533,      0.2675247207,      -7.085613434
          0,           0,         802,       -5.21271859,      -3.415982236,      -2.769331538,       0.267289553,      -7.085634248
          0,           0,         803,      -5.214000056,      -3.416560756,      -2.775041849,      0.2659653124,      -7.085656705
          0,           0,         804,      -5.211250799,      -3.416187401,      -2.763528939,      0.2687383333,      -7.085673516
          0,           0,         805,      -5.216765192,      -3.423638634,      -2.776493052,       0.263186916,       -7.08567764
          0,           0,         806,      -5.217524355,      -3.420412154,      -2.761568891,        0.26244197,      -7.085686289
          0,           0,         807,      -5.214905766,      -3.421335655,      -2.778477393,      0.2650301095,      -7.085716576
          0,           0,         808,      -5.213288454,      -3.417871097,      -2.761538119,       0.266616443,      -7.085755366
          0,           0,         809,       -5.21494475,      -3.425109245,      -2.787215176,      0.2649333715,      -7.085767399
          0,           0,         810,      -5.211555955,      -3.415067864,      -2.752889774,      0.2683335274,      -7.085774056
          0,           0,         811,      -5.210961659,       -3.42049325,      -2.783092855,      0.2689332467,      -7.085790186
          0,           0,         812,      -5.210175074,      -3.415143824,      -2.760830808,      0.2697224241,      -7.085813585
          0,           0,         813,      -5.214125552,      -3.416402108,      -2.778589075,      0.2657864533,       -7.08583403
          0,           0,         814,      -5.212508206,      -3.414904495,      -2.765277322,       0.267450608,       -7.08585033
          0,           0,         815,      -5.213389225,      -3.419921541,      -2.782231547,      0.2665307892,      -7.085866967
          0,           0,         816,      -5.211430812,      -3.413900276,      -2.764276349,      0.2685278473,      -7.085886091
          0,           0,         817,      -5.208107316,      -3.413575779,      -2.774133465,      0.2718623953,      -7.085907554
          0,           0,         818,      -5.211335579,      -3.412874239,      -2.770245451,      0.2686608362,      -7.085922266
          0,           0,         819,      -5.212979491,      -3.414354787,      -2.773489527,      0.2669883783,       -7.08593487
          0,           0,         820,      -5.213596686,      -3.412939643,      -2.768438778,      0.2663499543,      -7.085957024
          0,           0,         821,      -5.209779468,      -3.415997459,       -2.77947952,      0.2701839455,      -7.085982945
          0,           0,         822,      -5.210789684,      -3.413142473,      -2.768055596,      0.2691756727,      -7.086002808
          0,           0,         823,      -5.210300925,      -3.416247315,      -2.778326028,      0.2696858826,      -7.086018332
          0,           0,         824,       -5.20857487,      -3.412175134,      -2.766323271,      0.2714288132,        -7.0860328
          0,           0,         825,      -5.214683874,      -3.418012031,      -2.786597562,      0.2652750635,      -7.086045448
          0,           0,         826,      -5.215524579,      -3.415373423,      -2.764658836,       0.264442954,      -7.086063948
          0,           0,         827,      -5.214574049,      -3.421909067,      -2.781488682,        0.26535806,       -7.08608153
          0,           0,         828,      -5.211095771,      -3.417847622,      -2.768226251,      0.2688414185,      -7.086104303
          0,           0,         829,      -5.215697294,      -3.417978867,      -2.784157894,      0.2642589525,      -7.086121523
          0,           0,         830,      -5.214518991,      -3.422360619,      -2.767142494,      0.2654296174,      -7.086132351
          0,           0,         831,      -5.213487922,      -3.419392562,      -2.771165398,      0.2664324034,      -7.086143539
          0,           0,         832,      -5.208776224,      -3.416766456,      -2.768573783,      0.2712082251,      -7.086170287
          0,           0,         833,      -5.208459909,      -3.416754757,      -2.778091808,       0.271488775,      -7.086188472
          0,           0,         834,      -5.210583274,      -3.415873496,      -2.768615447,      0.2693792535,      -7.086205378
          0,           0,         835,      -5.208114677,      -3.413352554,      -2.773297705,      0.2718831825,      -7.086215139
          0,           0,         836,      -5.206654842,      -3.418939545,      -2.765137441,      0.2732890857,       -7.08622776
          0,           0,         837,      -5.206166622,      -3.419609578,      -2.777066772,      0.2737701192,      -7.086246833
          0,           0,         838,      -5.209297078,      -3.416390072,      -2.758166741,      0.2706423944,      -7.086268236
          0,           0,         839,      -5.210995313,      -3.421822791,      -2.780203818,      0.2689613764,      -7.086282825
          0,           0,         840,      -5.208294166,      -3.413879061,      -2.760702631,       0.271687525,       -7.08629842
          0,           0,         841,      -5.207952753,      -3.420272334,      -2.783822504,       0.272012405,      -7.086315127
          0,           0,         842,      -5.205784065,      -3.414338681,      -2.759615949,      0.2741943165,      -7.086332325
          0,           0,         843,      -5.205279912,       -3.41533348,      -2.776970507,      0.2747107349,      -7.086346555
          0,           0,         844,      -5.202734107,      -3.419436898,       -2.76846585,       0.277289321,      -7.086360091
          0,           0,         845,      -5.203759353,      -3.420946712,      -2.775866164,      0.2762378841,      -7.086371499
          0,           0,         846,      -5.204970237,      -3.414599693,      -2.762284014,      0.2750309714,      -7.086386016
          0,           0,         847,      -5.205994592,      -3.422275344,      -2.784953436,      0.2739885759,      -7.086401714
          0,           0,         848,       -5.20364618,      -3.412501777,      -2.760739128,      0.2763505627,      -7.086422301
          0,           0,         849,      -5.202990487,      -3.419716273,      -2.779937366,       0.276966802,       -7.08643665
          0,           0,         850,      -5.206170778,      -3.413306288,      -2.768908077,      0.2738241504,      -7.086449777
          0,           0,         851,      -5.207434507,      -3.405352669,      -2.771803872,       0.272596992,      -7.086457111
          0,           0,         852,      -5.206838121,      -3.412433012,      -2.770151796,      0.2731845953,      -7.086470875
          0,           0,         853,      -5.204156045,       -3.41845411,      -2.780420902,      0.2758542991,      -7.086497357
          0,           0,         854,      -5.203824753,      -3.413326205,      -2.761011292,      0.2761909768,      -7.086514601
          0,           0,         855,      -5.199920455,      -3.415228082,      -2.782128464,      0.2801083509,      -7.086528146
          0,           0,         856,      -5.199774934,      -3.411818758,      -2.766059608,      0.2802721493,      -7.086541936
          0,           0,         857,      -5.200705319,      -3.412968077,       -2.77778558,      0.2793340433,       -7.08655226
          0,           0,         858,      -5.200881417,      -3.413041001,      -2.759186388,      0.2791223764,      -7.086569451
          0,           0,         859,       -5.20433128,      -3.425854764,      -2.779495608,      0.2756187461,      -7.086575689
          0,           0,         860,      -5.201635217,      -3.419439942,       -2.75963856,      0.2783214435,      -7.086590953
          0,           0,         861,      -5.201558578,       -3.42049403,      -2.780834727,      0.2784039706,      -7.086609379
          0,           0,         862,      -5.202744169,      -3.415382902,       -2.76278481,      0.2772348151,      -7.086622822
          0,           0,         863,      -5.202058991,       -3.41348586,      -2.773197365,      0.2779256875,      -7.086637215
          0,           0,         864,      -5.200784167,      -3.409768158,      -2.766284092,      0.2792227597,      -7.086650967
          0,           0,         865,       -5.20013512,      -3.414935044,      -2.781612913,      0.2798751159,      -7.086669481
          0,           0,         866,      -5.199535497,      -3.414021425,      -2.757851173,      0.2804502622,      -7.086682241
          0,           0,         867,      -5.202880698,      -3.420463589,      -2.780254534,      0.2771212151,      -7.086688998
          0,           0,         868,       -5.20126863,      -3.415261697,      -2.768520263,      0.2787650736,      -7.086697271
          0,           0,         869,      -5.204295722,       -3.41407738,      -2.772980422,      0.2757337284,      -7.086711995
          0,           0,         870,      -5.203240816,      -3.412065258,      -2.764134913,      0.2767587074,      -7.086736055
          0,           0,         871,       -5.20391865,      -3.414545695,       -2.78165307,      0.2760829699,      -7.086751101
          0,           0,         872,      -5.202632062,      -3.409104592,      -2.762177581,      0.2773916711,      -7.086763566
          0,           0,         873,       -5.20210131,      -3.414586666,      -2.782070953,      0.2778955879,      -7.086774831
          0,           0,         874,      -5.202993191,      -3.421353208,       -2.76639951,      0.2769552198,      -7.086787701
          0,           0,         875,      -5.205900897,      -3.418561873,      -2.775445734,        0.27405344,      -7.086801625
          0,           0,         876,      -5.204394434,       -3.41225508,      -2.767888021,      0.2755958708,      -7.086817497
          0,           0,         877,      -5.202443188,      -3.417905335,      -2.780858853,      0.2775109858,      -7.086837157
          0,           0,         878,      -5.206597925,      -3.412274004,      -2.762076236,      0.2733499013,      -7.086856747
          0,           0,         879,      -5.206214808,      -3.419721339,      -2.781332018,      0.2737253793,      -7.086860047
          0,           0,         880,      -5.201462009,      -3.416309994,      -2.767914109,      0.2784836022,      -7.086870533
          0,           0,         881,      -5.202611667,      -3.412022302,      -2.776574256,      0.2773187508,      -7.086883787
          0,           0,         882,       -5.20516591,      -3.413786074,      -2.765492651,      0.2747648307,      -7.086899843
          0,           0,         883,      -5.202952379,      -3.417945782,      -2.781469336,      0.2770081219,      -7.086916092
          0,           0,         884,      -5.202660791,      -3.412692633,      -2.764839974,      0.2772958406,       -7.08691979
          0,           0,         885,        -5.2028472,      -3.418084201,      -2.781675481,      0.2770757226,      -7.086932086
          0,           0,         886,      -5.203862405,      -3.416523136,      -2.766396162,      0.2760648137,       -7.08694869
          0,           0,         887,      -5.199855707,      -3.416118311,      -2.775172016,      0.2800953746,      -7.086956887
          0,           0,         888,      -5.201433865,      -3.416058971,      -2.768230344,      0.2785182485,      -7.086976609
          0,           0,         889,      -5.202854444,      -3.418900183,      -2.782441919,      0.2771027313,      -7.086991416
          0,           0,         890,      -5.199119346,      -3.409167452,      -2.762767729,      0.2808679385,      -7.087005775
          0,           0,         891,      -5.202026996,      -3.412940502,      -2.779027929,      0.2779542256,        -7.0870232
          0,           0,         892,      -5.204285639,      -3.416537355,      -2.768523497,      0.2756659381,      -7.087033486
          0,           0,         893,      -5.202040019,      -3.418048057,      -2.778585659,      0.2779221474,      -7.087035831
          0,           0,         894,      -5.204575047,      -3.413200523,      -2.765119903,      0.2753630497,      -7.087047251
          0,           0,         895,      -5.206770656,      -3.415578165,      -2.783078317,      0.2732025858,      -7.087059665
          0,           0,         896,      -5.206395234,      -3.408046935,      -2.766846979,      0.2735702525,      -7.087079921
          0,           0,         897,      -5.206037612,      -3.410951919,      -2.781993156,      0.2739343297,      -7.087095822
          0,           0,         898,      -5.204339926,       -3.41050037,      -2.771060375,      0.2756552138,      -7.087103173
          0,           0,         899,      -5.200543982,      -3.414220701,      -2.778987724,      0.2794625374,      -7.087115873
          0,           0,         900,      -5.202375439,      -3.417884331,      -2.771110072,      0.2775939694,      -7.087129305
          0,           0,         901,      -5.201655397,       -3.41331041,      -2.788238526,      0.2783712589,      -7.087143795
          0,           0,         902,      -5.202142999,      -3.406444279,      -2.761311596,      0.2778750004,      -7.087152946
          0,           0,         903,      -5.205820149,      -3.416439756,      -2.776744342,      0.2741368392,      -7.087163664
          0,           0,         904,      -5.205890897,      -3.419555567,       -2.77491818,      0.2740880077,      -7.087167814
          0,           0,         905,      -5.199897323,      -3.423167336,      -2.779193659,      0.2800661928,      -7.087174104
          0,           0,         906,      -5.194829633,       -3.41390613,       -2.76460695,        0.28513133,      -7.087188659
          0,           0,         907,      -5.198600361,      -3.416516056,      -2.781177946,      0.2813743027,      -7.087208593
          0,           0,         908,      -5.198450928,      -3.416599376,      -2.767793882,      0.2815405244,      -7.087222101
          0,           0,         909,      -5.197939658,      -3.417180174,      -2.778669916,      0.2820421662,      -7.087231382
          0,           0,         910,       -5.19995985,      -3.413326993,      -2.766647807,      0.2800707836,      -7.087241494
          0,           0,         911,      -5.196144001,      -3.415594129,      -2.779771208,      0.2838735071,      -7.087252668
          0,           0,         912,      -5.197593579,      -3.416351342,      -2.766042127,      0.2824238547,      -7.087266241
          0,           0,         913,      -5.201557045,      -3.427541567,      -2.785539897,      0.2784116969,       -7.08727882
          0,           0,         914,      -5.196474665,      -3.416902156,      -2.763779686,      0.2835179602,      -7.087293028
          0,           0,         915,      -5.194463846,      -3.419791816,      -2.781618459,      0.2855095694,      -7.087301626
          0,           0,         916,      -5.199599971,      -3.420390868,      -2.770830064,      0.2803846589,      -7.087314522
          0,           0,         917,      -5.196303088,      -3.419706547,      -2.779124847,      0.2837055953,      -7.087326301
          0,           0,         918,      -5.193898709,      -3.409233994,      -2.769438589,      0.2861377516,       -7.08733289
          0,           0,         919,        -5.1958144,      -3.412377017,      -2.785427103,       0.284225358,      -7.087344507
          0,           0,         920,      -5.192387848,      -3.410450964,      -2.762505676,      0.2876373639,      -7.087357033
          0,           0,         921,      -5.197075836,      -3.417025724,      -2.782244479,      0.2829320566,      -7.087365886
          0,           0,         922,      -5.195203406,      -3.419800572,      -2.772581695,      0.2848191393,      -7.087372441
          0,           0,         923,      -5.195355628,      -3.414889723,      -2.775057569,      0.2846627177,      -7.087374182
          0,           0,         924,      -5.197297407,      -3.412940589,      -2.766069654,      0.2827160336,      -7.087381602
          0,           0,         925,      -5.194619046,      -3.413102698,       -2.78107668,      0.2853937902,       -7.08739748
          0,           0,         926,      -5.196237768,      -3.406095621,      -2.763596178,      0.2837780682,      -7.087411995
          0,           0,         927,      -5.196416457,      -3.419805715,      -2.779197666,      0.2835448162,       -7.08741574
          0,           0,         928,      -5.196649139,      -3.417124314,      -2.762510718,      0.2833154948,       -7.08742206
          0,           0,         929,      -5.196060108,      -3.417400101,      -2.778078916,      0.2839328451,      -7.087430052
          0,           0,         930,      -5.194820936,      -3.410606105,      -2.764812611,      0.2852101822,      -7.087438828
          0,           0,         931,      -5.197661952,      -3.413128035,      -2.780069522,      0.2823921594,      -7.087449104
          0,           0,         932,      -5.198593161,      -3.410374591,      -2.763368368,      0.2814244863,       -7.08745992
          0,           0,         933,       -5.19810861,      -3.419341585,      -2.783373976,      0.2818794876,      -7.087465889
          0,           0,         934,      -5.194679206,      -3.415610991,      -2.766000503,      0.2853129723,      -7.087476181
          0,           0,         935,      -5.192370948,      -3.414572567,      -2.772006884,      0.2876566843,      -7.087483243
          0,           0,         936,      -5.196530881,      -3.414031466,      -2.766818423,      0.2834984109,      -7.087485527
          0,           0,         937,      -5.198659071,      -3.418399025,      -2.779611092,      0.2813522155,      -7.087490607
          0,           0,         938,      -5.195759039,      -3.411651032,      -2.763463159,       0.284255043,      -7.087503619
          0,           0,         939,      -5.194347713,      -3.415708671,       -2.78008606,       0.285651482,      -7.087516561
          0,           0,         940,      -5.193688927,      -3.415579469,      -2.767962912,      0.2863062951,      -7.087522867
          0,           0,         941,      -5.194495567,      -3.416366878,      -2.776088008,      0.2855086608,      -7.087528426
          0,           0,         942,       -5.19290817,      -3.414986437,        -2.7632323,      0.2871336814,      -7.087527831
          0,           0,         943,      -5.195132617,      -3.417798812,      -2.778143735,      0.2848922029,      -7.087536221
          0,           0,         944,      -5.191793913,      -3.408230712,       -2.76183882,      0.2882600114,      -7.087539397
          0,           0,         945,      -5.193307757,      -3.409412542,      -2.778701208,       0.286745025,      -7.087543281
          0,           0,         946,      -5.195600137,      -3.411567174,      -2.765958409,      0.2844321371,      -7.087550082
          0,           0,         947,      -5.195190351,       -3.41150986,      -2.776603134,      0.2848628515,      -7.087551827
          0,           0,         948,      -5.192373358,      -3.408753632,      -2.767398768,      0.2876598704,      -7.087551859
          0,           0,         949,      -5.193457114,      -3.409352925,      -2.772565519,      0.2865826616,      -7.087555209
          0,           0,         950,       -5.19322887,      -3.405992558,      -2.762323448,      0.2868140579,      -7.087551081
          0,           0,         951,      -5.191926166,      -3.411868575,      -2.774919795,       0.288122686,      -7.087557146
          0,           0,         952,      -5.191528543,      -3.410107509,      -2.765770597,      0.2885018239,      -7.087581258
          0,           0,         953,      -5.195491831,      -3.411204305,      -2.777624516,       0.284564431,      -7.087594682
          0,           0,         954,      -5.192846861,      -3.406117532,      -2.763595112,      0.2872357769,      -7.087593729
          0,           0,         955,      -5.193128538,      -3.404369637,      -2.777451615,      0.2869596921,      -7.087605278
          0,           0,         956,       -5.19214347,      -3.402239902,      -2.760409811,      0.2879235634,      -7.087615849
          0,           0,         957,      -5.195124889,      -3.410282009,      -2.775933979,      0.2849186668,      -7.087616016
          0,           0,         958,      -5.194376417,      -3.411201526,      -2.758201269,      0.2856445059,      -7.087616352
          0,           0,         959,      -5.193751366,      -3.411069023,      -2.772058508,      0.2862573647,      -7.087624922
          0,           0,         960,      -5.194921742,       -3.40950312,      -2.763018999,      0.2850925164,      -7.087628115
          0,           0,         961,      -5.196837179,      -3.413969635,      -2.774771551,      0.2831668636,      -7.087629451
          0,           0,         962,      -5.193604215,      -3.413520357,       -2.76512068,      0.2863802673,      -7.087639405
          0,           0,         963,      -5.192075432,      -3.408378476,      -2.769053801,      0.2879194978,      -7.087647115
          0,           0,         964,      -5.191136455,       -3.40718623,      -2.759439524,      0.2888745597,      -7.087652223
          0,           0,         965,      -5.191648619,      -3.411176547,      -2.776413831,      0.2883707252,      -7.087653945
          0,           0,         966,      -5.191624205,      -3.409280525,      -2.754872737,       0.288374023,      -7.087652915
          0,           0,         967,      -5.190217845,      -3.414789814,      -2.775039441,      0.2897664243,      -7.087660854
          0,           0,         968,      -5.189775012,      -3.410915528,      -2.759739681,      0.2901962581,      -7.087671483
          0,           0,         969,      -5.189118061,      -3.414691542,      -2.771581276,      0.2908839152,       -7.08767943
          0,           0,         970,       -5.18538312,      -3.413016616,      -2.757543437,       0.294618688,      -7.087682744
          0,           0,         971,      -5.187930359,      -3.416742493,      -2.773482378,      0.2921038853,      -7.087682841
          0,           0,         972,      -5.189566704,      -3.414466004,      -2.754874669,       0.290462203,       -7.08768121
          0,           0,         973,      -5.185102599,      -3.419365316,      -2.770206986,       0.294927595,      -7.087686968
          0,           0,         974,      -5.186383281,      -3.413484011,      -2.761182329,      0.2936670832,      -7.087686611
          0,           0,         975,      -5.190585755,      -3.414231479,      -2.770069593,      0.2894447079,      -7.087686948
          0,           0,         976,      -5.189005918,      -3.410136538,      -2.760807395,      0.2910222397,      -7.087690648
          0,           0,         977,      -5.187764351,      -3.410992746,      -2.772209612,      0.2922700131,      -7.087694464
          0,           0,         978,      -5.190285038,      -3.412700109,      -2.757240501,      0.2897006853,      -7.087692783
          0,           0,         979,      -5.188830374,      -3.415555575,      -2.771608497,      0.2911650177,      -7.087698395
          0,           0,         980,      -5.187462259,      -3.415485424,      -2.761309164,      0.2925239394,      -7.087704383
          0,           0,         981,      -5.190596078,      -3.417715574,       -2.77269573,      0.2893696862,      -7.087704145
          0,           0,         982,       -5.18847076,      -3.410652144,      -2.761722288,      0.2915168688,      -7.087701539
          0,           0,         983,      -5.189466217,      -3.415081189,      -2.773124079,      0.2905377507,      -7.087702179
          0,           0,         984,      -5.186530992,      -3.411341053,      -2.753862834,      0.2934868917,      -7.087709559
          0,           0,         985,      -5.187422731,      -3.415476281,      -2.773541667,      0.2926002465,      -7.087712897
          0,           0,         986,      -5.187915549,      -3.415553579,       -2.75736844,        0.29210636,      -7.087709223
          0,           0,         987,      -5.184269691,      -3.418410631,        -2.7662751,      0.2957450892,       -7.08771409
          0,           0,         988,      -5.186092773,      -3.416669397,      -2.762691071,      0.2939196211,      -7.087721152
          0,           0,         989,      -5.187344754,      -3.416786617,      -2.772036846,      0.2926692163,      -7.087728385
          0,           0,         990,      -5.186663571,      -3.410294005,      -2.756714631,      0.2933458874,      -7.087726511
          0,           0,         991,        -5.1904759,      -3.418563197,       -2.77442211,      0.2895007578,      -7.087712572
          0,           0,         992,      -5.189969566,      -3.414759693,      -2.759231268,      0.2900091991,       -7.08770932
          0,           0,         993,      -5.186770323,        -3.4111323,      -2.767141457,      0.2932063892,      -7.087725001
          0,           0,         994,      -5.191704847,      -3.408549753,      -2.761433252,      0.2882629674,      -7.087733059
          0,           0,         995,        -5.1936174,      -3.415261874,      -2.770867868,      0.2863298442,      -7.087726009
          0,           0,         996,      -5.187259758,      -3.410117313,      -2.754300996,      0.2926943599,       -7.08772354
          0,           0,         997,      -5.189161533,      -3.414841525,      -2.774407415,      0.2908131128,      -7.087721258
          0,           0,         998,      -5.187869158,       -3.41030646,      -2.756861986,      0.2921227959,      -7.087716271
          0,           0,         999,      -5.189068149,      -3.406178853,      -2.764371835,      0.2909199505,      -7.087722031
          0,           0,        1000,      -5.187260526,       -3.40473599,      -2.759228879,      0.2927571039,      -7.087731037
          0,           0,        1001,      -5.183201337,      -3.405173575,      -2.769055544,      0.2967877784,       -7.08772863
          0,           0,        1002,      -5.183089388,       -3.39370121,       -2.74932853,      0.2968936586,      -7.087731641
          0,           0,        1003,      -5.188316085,      -3.409293243,      -2.771097572,      0.2916769426,      -7.087731628
          0,           0,        1004,      -5.181079421,      -3.405444681,      -2.758206397,      0.2989593499,      -7.087724517
          0,           0,        1005,       -5.17495816,      -3.395234872,      -2.762578173,      0.3050820925,      -7.087722702
          0,           0,        1006,      -5.186045997,      -3.391666771,      -2.760344107,      0.2939666989,      -7.087732092
          0,           0,        1007,      -5.187081324,      -3.405478936,      -2.771359222,       0.292930827,      -7.087737154
          0,           0,        1008,      -5.177559778,      -3.396313947,      -2.751616274,      0.3025026763,      -7.087737077
          0,           0,        1009,      -5.174185973,      -3.394412075,        -2.7680429,      0.3058714835,      -7.087737472
          0,           0,        1010,      -5.189156666,      -3.392923119,      -2.759871687,      0.2908798807,      -7.087726392
          0,           0,        1011,      -5.188985218,      -3.409306614,      -2.761134695,      0.2910378464,      -7.087722897
          0,           0,        1012,      -5.178411105,      -3.401919058,      -2.755566906,      0.3016396709,      -7.087724452
          0,           0,        1013,      -5.175738311,      -3.394950394,      -2.771863595,       0.304298633,      -7.087728093
          0,           0,        1014,      -5.184528747,      -3.387090218,      -2.749215131,      0.2955197863,      -7.087725586
          0,           0,        1015,      -5.187730569,      -3.407387668,      -2.763980269,      0.2922921479,      -7.087730501
          0,           0,        1016,      -5.179431834,      -3.404575544,      -2.758512095,      0.3006289159,      -7.087732952
          0,           0,        1017,      -5.173585123,       -3.39554492,        -2.7556407,      0.3064952871,      -7.087729247
          0,           0,        1018,      -5.182788112,      -3.397118553,      -2.758307375,      0.2972545131,      -7.087733232
          0,           0,        1019,       -5.18566659,      -3.410167791,      -2.767577646,      0.2943952717,      -7.087732191
          0,           0,        1020,      -5.175680787,      -3.403576304,      -2.747655603,      0.3043839945,      -7.087728384
          0,           0,        1021,      -5.172082658,      -3.402756249,      -2.763603609,      0.3079840725,      -7.087718187
          0,           0,        1022,      -5.185091987,      -3.394827416,      -2.758706865,      0.2949601899,      -7.087706497
          0,           0,        1023,      -5.183457306,      -3.407533354,       -2.75455716,       0.296593487,      -7.087715619
          0,           0,        1024,      -5.173889822,      -3.400064449,      -2.749425011,      0.3061902785,      -7.087729062
          0,           0,        1025,      -5.174053579,      -3.394972454,      -2.763902491,       0.306032656,       -7.08773209
          0,           0,        1026,      -5.183382324,      -3.392445288,      -2.748384559,      0.2966734163,      -7.087715109
          0,           0,        1027,      -5.184374636,      -3.409013015,      -2.759804399,      0.2956699158,      -7.087701211
          0,           0,        1028,      -5.176350796,      -3.400631794,       -2.75289384,      0.3037227933,      -7.087704525
          0,           0,        1029,      -5.169606871,      -3.390325805,      -2.754637709,      0.3104739367,      -7.087719476
          0,           0,        1030,      -5.182775478,       -3.38882439,      -2.750827869,      0.2972739747,      -7.087721652
