"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.487248597,      -4.618703882,      -5.047688695,                 0,      -3.965980276
          0,           0,           1,      -4.485942888,      -3.832815961,      -3.787991812,                 0,      -4.135312305
          0,           0,           2,      -4.441084016,       -3.81083037,      -3.843109844,                 0,      -4.208882664
          0,           0,           3,      -4.531387549,      -3.908978947,      -3.924426552,                 0,      -4.299498038
          0,           0,           4,      -4.642283046,      -4.012277057,      -4.038248642,                 0,      -4.364459426
          0,           0,           5,      -4.660194947,      -4.035725695,      -4.070655751,                 0,      -4.393864376
          0,           0,           6,      -4.807908854,      -4.175351262,      -4.184300298,                 0,      -4.549032544
          0,           0,           7,      -4.851089594,      -4.222518665,      -4.209016933,                 0,      -4.554176906
          0,           0,           8,      -4.906671394,      -4.272676461,      -4.285780383,                 0,      -4.699464607
          0,           0,           9,      -4.999818251,      -4.344670427,      -4.383417757,                 0,       -4.72552339
          0,           0,          10,      -5.015374071,       -4.34995387,      -4.404612085,                 0,      -4.786077149
          0,           0,          11,      -5.084572907,       -4.42663664,      -4.493089939,                 0,      -4.893291954
          0,           0,          12,      -5.100679278,      -4.462497443,      -4.534053986,                 0,      -4.910642139
          0,           0,          13,      -5.150003414,      -4.503084854,      -4.591837746,                 0,      -5.040448161
          0,           0,          14,      -5.235158198,      -4.571559647,      -4.674657557,                 0,      -5.113083018
          0,           0,          15,      -5.250914288,      -4.595071869,      -4.713695215,                 0,      -5.217036422
          0,           0,          16,      -5.261035195,      -4.618581174,      -4.770851423,                 0,      -5.283494245
          0,           0,          17,      -5.286005488,      -4.648111402,      -4.812983755,                 0,      -5.362141145
          0,           0,          18,      -5.307360928,      -4.672907599,      -4.836242619,                 0,       -5.42066471
          0,           0,          19,      -5.323620031,      -4.692136173,      -4.856064783,                 0,      -5.453715572
          0,           0,          20,      -5.334404084,      -4.701002975,      -4.871167354,                 0,      -5.468541338
          0,           0,          21,      -5.346350899,      -4.708843003,      -4.888372428,                 0,      -5.473935635
          0,           0,          22,      -5.359002471,      -4.718215086,       -4.90645047,                 0,      -5.481946063
          0,           0,          23,      -5.373765533,      -4.728126372,      -4.929028079,                 0,      -5.497923417
          0,           0,          24,      -5.390131304,      -4.737598304,      -4.954216237,                 0,      -5.511357554
          0,           0,          25,      -5.407393647,      -4.748500792,      -4.979435073,                 0,      -5.530111213
          0,           0,          26,      -5.425348681,       -4.76134711,      -5.003297255,                 0,      -5.552271933
          0,           0,          27,      -5.444377645,      -4.774551851,      -5.027565252,                 0,      -5.576444105
          0,           0,          28,      -5.466057344,      -4.788449243,      -5.054979137,                 0,      -5.602346995
